fragment_id	source_case	domain	page	record	surface_fragment	owner_address_resolved	source_positions	position_shape	contiguous_in_owner_case	ends_at_case_close	missing_internal_positions	safe_diagnosis	editor_action	automatic_insertions
C1_K1_01	C1	BIOLOGICAL	f81v	B1	qokaiin	YES	1	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_01	C1	HERBAL	f10r	H1	qokaiin	YES	1	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_04	C1	BIOLOGICAL	f81v	B1	qokal	YES	4	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_04	C1	HERBAL	f10r	H1	qokal	YES	4	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_05	C1	BIOLOGICAL	f81v	B1	shey	YES	5	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_05	C1	HERBAL	f10r	H1	shey	YES	5	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_06	C1	BIOLOGICAL	f81v	B1	shedy	YES	6	SINGLE_CARD	YES	YES	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K1_06	C1	HERBAL	f10r	H1	shedy	YES	6	SINGLE_CARD	YES	YES	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K2_03	C1	BIOLOGICAL	f81v	B1	qokaiin qokal	YES	1|4	GAPPED_SUBSEQUENCE	NO	NO	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_03	C1	HERBAL	f10r	H1	qokaiin qokal	YES	1|4	GAPPED_SUBSEQUENCE	NO	NO	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_04	C1	BIOLOGICAL	f81v	B1	qokaiin shey	YES	1|5	GAPPED_SUBSEQUENCE	NO	NO	2|3|4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_04	C1	HERBAL	f10r	H1	qokaiin shey	YES	1|5	GAPPED_SUBSEQUENCE	NO	NO	2|3|4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_05	C1	BIOLOGICAL	f81v	B1	qokaiin shedy	YES	1|6	GAPPED_SUBSEQUENCE	NO	YES	2|3|4|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_05	C1	HERBAL	f10r	H1	qokaiin shedy	YES	1|6	GAPPED_SUBSEQUENCE	NO	YES	2|3|4|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_13	C1	BIOLOGICAL	f81v	B1	qokal shey	YES	4|5	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K2_13	C1	HERBAL	f10r	H1	qokal shey	YES	4|5	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K2_14	C1	BIOLOGICAL	f81v	B1	qokal shedy	YES	4|6	GAPPED_SUBSEQUENCE	NO	YES	5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_14	C1	HERBAL	f10r	H1	qokal shedy	YES	4|6	GAPPED_SUBSEQUENCE	NO	YES	5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K2_15	C1	BIOLOGICAL	f81v	B1	shey shedy	YES	5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K2_15	C1	HERBAL	f10r	H1	shey shedy	YES	5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K3_08	C1	BIOLOGICAL	f81v	B1	qokaiin qokal shey	YES	1|4|5	GAPPED_SUBSEQUENCE	NO	NO	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K3_08	C1	HERBAL	f10r	H1	qokaiin qokal shey	YES	1|4|5	GAPPED_SUBSEQUENCE	NO	NO	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K3_09	C1	BIOLOGICAL	f81v	B1	qokaiin qokal shedy	YES	1|4|6	GAPPED_SUBSEQUENCE	NO	YES	2|3|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K3_09	C1	HERBAL	f10r	H1	qokaiin qokal shedy	YES	1|4|6	GAPPED_SUBSEQUENCE	NO	YES	2|3|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K3_10	C1	BIOLOGICAL	f81v	B1	qokaiin shey shedy	YES	1|5|6	GAPPED_SUBSEQUENCE	NO	YES	2|3|4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K3_10	C1	HERBAL	f10r	H1	qokaiin shey shedy	YES	1|5|6	GAPPED_SUBSEQUENCE	NO	YES	2|3|4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K3_20	C1	BIOLOGICAL	f81v	B1	qokal shey shedy	YES	4|5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K3_20	C1	HERBAL	f10r	H1	qokal shey shedy	YES	4|5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C1_K4_10	C1	BIOLOGICAL	f81v	B1	qokaiin qokal shey shedy	YES	1|4|5|6	GAPPED_SUBSEQUENCE	NO	YES	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C1_K4_10	C1	HERBAL	f10r	H1	qokaiin qokal shey shedy	YES	1|4|5|6	GAPPED_SUBSEQUENCE	NO	YES	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C2_K1_05	C2	BIOLOGICAL	f82r	B2	qokal	YES	5	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C2_K1_05	C2	HERBAL	f10r	H2	qokal	YES	5	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_03	C3	BIOLOGICAL	f83r	B3	qokaiin	YES	3	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_03	C3	HERBAL	f11r	H3	qokaiin	YES	3	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_04	C3	BIOLOGICAL	f83r	B3	qokal	YES	4	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_04	C3	HERBAL	f11r	H3	qokal	YES	4	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_05	C3	BIOLOGICAL	f83r	B3	shey	YES	5	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_05	C3	HERBAL	f11r	H3	shey	YES	5	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_06	C3	BIOLOGICAL	f83r	B3	shedy	YES	6	SINGLE_CARD	YES	YES	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K1_06	C3	HERBAL	f11r	H3	shedy	YES	6	SINGLE_CARD	YES	YES	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K2_10	C3	BIOLOGICAL	f83r	B3	qokaiin qokal	YES	3|4	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K2_10	C3	HERBAL	f11r	H3	qokaiin qokal	YES	3|4	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K2_11	C3	BIOLOGICAL	f83r	B3	qokaiin shey	YES	3|5	GAPPED_SUBSEQUENCE	NO	NO	4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K2_11	C3	HERBAL	f11r	H3	qokaiin shey	YES	3|5	GAPPED_SUBSEQUENCE	NO	NO	4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K2_12	C3	BIOLOGICAL	f83r	B3	qokaiin shedy	YES	3|6	GAPPED_SUBSEQUENCE	NO	YES	4|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
