rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f100r	f100r.5	P	A	1	3	3	0	0	2	0	1.000000	1	1	1	0	sar char daiindy	Samenfraktion I | [Trockenfraktionszeichen] | [drei Maße, abgeteilt und abgeschlossen-Zeichen]	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:EXACT_WHOLE:char | GDT664:EXACT_WHOLE:daiindy	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Samenfraktion I; [Trockenfraktionszeichen]; [drei Maße, abgeteilt und abgeschlossen-Zeichen]
2	0	f103r	f103r.50	S	B	3	11	11	1	0	2	0	1.000000	9	9	1	0	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	vollständig eingeweichtes Saatgut | eingeweichtes Drogenholz, Form I | feucht in der Mitte des Grades | Drogenstoff zugeben | trocken am Ende des Grades | trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | heiß, Grad II | trocken am Ende des Grades | kalt im qo-Rahmen, Grad II	GDT664:EXACT_WHOLE:ssheey | GDT663:L_READER_MERGE_RIGHT:lshey | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	vollständig eingeweichtes Saatgut; eingeweichtes Drogenholz, Form I; gib Folgendes hinzu: vollständig getrocknet; bis zur mittleren Trockenstufe; bis zur Heizendstufe; Ansatz auf Heizendstufe; heiß, Grad II; vollständig getrocknet; kalt im qo-Rahmen, Grad II
3	0	f103v	f103v.17	S	B	3	11	11	0	1	2	0	1.000000	9	9	1	0	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenfraktion I | Rohstoffklasse I im Ansatz, kalt am Gradanfang | vollständig getrocknetes Pulverpräparat	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:lkedy | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT663:EXACT_WHOLE:char | GDT656:REVISE_AL_QUALITY_MODEL | GDT664:EXACT_WHOLE:opchedy	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Kühlendstufe; Ansatz auf Kühlendstufe abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; Grundansatz; Trockenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; vollständig getrocknetes Pulverpräparat
4	0	f103v	f103v.3	S	B	3	12	12	1	0	3	0	1.000000	9	9	1	0	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	erhitze Folgendes | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Trockenfraktion I | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	GDT664:QOK_HEAT_ACTION:NONE | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | V13:DRY_CTH_MATERIAL | GDT663:EXACT_WHOLE:char | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	erhitze Folgendes: Drogenportion; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe; abgemessene Fraktion I; getrocknete Krautdroge; Trockenfraktion I; leicht gekühlt; leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe; heiß, Grad II
5	0	f103v	f103v.34	S	B	3	11	11	1	1	3	0	1.000000	8	8	1	0	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	Grad-/Maßwert III | feucht am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | heiß und bis zur mittleren Einweichstufe | feucht in der Mitte des Grades | heiß, Grad III | trockenes Arzneikompositum am Gradanfang | kalter Ansatz in der Mitte des Grades, abgeschlossen | eingeweichtes Drogenholz, Form I | Drogenholz, getrocknete Kurz-/Kompaktform	V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT664:QOK_READER_MERGE_RIGHT_KNOWN:qokshey | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	drei Maße; vollständig eingeweicht; Grundansatz; bis zur mittleren Trockenstufe; heiß und bis zur mittleren Einweichstufe; heiß, Grad III; trockenes Arzneikompositum am Gradanfang; Ansatz auf mittlerer Kühlstufe abgeschlossen; eingeweichtes Drogenholz, Form I; Drogenholz, getrocknete Kurz-/Kompaktform
6	0	f103v	f103v.41	S	B	3	13	13	1	0	5	0	1.000000	8	8	1	0	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	Grad-/Maßwert III | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | Drogenfraktion I | angefeuchtete Kräutermischung | Rohstoffklasse I | kalte Drogenfraktion I im Ansatz | feucht in der Mitte des Grades, abgeschlossen | hierzu: | Drogenholz, getrocknete Kurz-/Kompaktform | Wurzelfraktion I	V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT663:L_READER_MERGE_RIGHT:lshey | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT654:NEW_EXACT_WHOLE | GDT664:EXACT_WHOLE:shas | GDT655:NEW_EXACT_WHOLE | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT659:Y_MEDIAL_RIGHT_REFERENCE_MATERIA | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	drei Maße; bis zur mittleren Einweichstufe; eingeweichtes Drogenholz, Form I; eingeweichtes Drogenholz, Form I; Drogenfraktion I; angefeuchtete Kräutermischung; Rohstoff I; kalte Drogenfraktion I im Ansatz; bis zur mittleren Einweichstufe gebracht; hierzu: Drogenholz, getrocknete Kurz-/Kompaktform; Wurzelfraktion I
7	0	f104r	f104r.45	S	B	3	11	11	5	0	2	0	1.000000	9	9	1	0	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	Grad-/Maßwert III | Holzdrogenauszug aus vollständig getrockneter Droge | Pfund / Gewichtseinheit | Samen-/Saatgutposten | Menge III | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad III	V13:CONTEXTUAL_VALUE_SERIES | GDT664:EXACT_WHOLE:olcheeo | GDT663:L_FREE_WEIGHT_SIGLUM:NONE | GDT660:S_MEDIAL | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	NONE	NONE	drei Maße; Holzdrogenauszug aus vollständig getrockneter Droge; ein Pfund; Samen-/Saatgutposten; drei Teile; kalt im Zubereitungsrahmen, Grad II; Drogenfraktion I; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; kalt im Zubereitungsrahmen, Grad III; kalt im Zubereitungsrahmen, Grad III
8	0	f104v	f104v.40	S	B	3	7	7	0	0	1	0	1.000000	6	6	1	0	qokeeey okchedy qokeey aiin odain orchedy qoky	stark erhitzt, Endstufe III | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Menge III | Zubereitungsdosis II | Portion vollständig getrocknete Droge | heiß am Anfang des Grades	GDT662:EXACT_WHOLE:qokeeey | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:odain | GDT664:EXACT_WHOLE:orchedy | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	erhitze bis Endstufe III; heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; bis zur Heizendstufe; drei Teile; Zubereitungsdosis II; Portion vollständig getrocknete Droge; leicht erhitzt
9	0	f106r	f106r.28	S	B	3	12	12	0	1	3	0	1.000000	9	9	1	0	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	heiß, Grad III, im Ansatzrahmen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenansatz aus Drogenholz | trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz | Wurzel, Typ/Charge III | heiß, Grad III | trocken in der Mitte des Grades | Trockenansatz, heiß auf Stufe III | trockene Fraktion I | Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockne die rohe Wurzelfraktion I	V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT660:EXACT_WHOLE:lcho | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:chokaiin | GDT639:ROUND_05 | GDT654:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT664:EXACT_WHOLE:raralchl	KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Ansatz auf Heizstufe III; Grundansatz; Trockenansatz aus Drogenholz; trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz; Wurzel, Typ/Charge III; heiß, Grad III; bis zur mittleren Trockenstufe; Trockenansatz, heiß auf Stufe III; trockene Fraktion I; Drogenfraktion I; Grundansatz; trockne die rohe Wurzelfraktion I
10	0	f106v	f106v.19	S	B	3	9	9	2	0	4	0	1.000000	5	6	1	0	darshy otaiin otal chedy r ain olaiin otaiin sain	abgemessene Fraktion I, leicht angefeuchtet | kalt im Zubereitungsrahmen, Grad III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Wurzel | Menge-/Klassenwert II | Drogenstoff, Menge III | kalt im Zubereitungsrahmen, Grad III | Saatgut, Typ/Charge II	GDT664:EXACT_WHOLE:darshy | V13:QUALITY_DEGREE_SERIES | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | GDT661:R_BEFORE_VALUE | V13:VALUE_MINIM_SERIES | GDT663:EXACT_WHOLE:olaiin | V13:QUALITY_DEGREE_SERIES | GDT661:EXACT_WHOLE:sain	READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	abgemessene Fraktion I, leicht angefeuchtet; kalt im Zubereitungsrahmen, Grad III; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; Wurzel; zwei Teile; drei Teile Holzdrogenansatz; kalt im Zubereitungsrahmen, Grad III; Saatgut, Typ/Charge II
