decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G664-D001	daiindy	MEASURE	PRODUCTIVE_COMPOUND	drei Maße, abgeteilt und abgeschlossen	D_MEASURE+A+IIN_III+DY_CLOSE	bloßer Gradwert III mit Schlusszeichen	3	3	2	3	3	EXACT_WHOLE|LABEL_SIGLUM	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D002	ssheey	SEED	PRODUCTIVE_COMPOUND	vollständig eingeweichtes Saatgut	S_SEED+SHEEY_MOIST_END	feuchte Arzneispecies ohne Saatwert	2	2	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D003	opchedy	POWDER	PRODUCTIVE_COMPOUND	vollständig getrocknetes Pulverpräparat	O_PREP+P_POWDER+CHEDY_DRY_FINISHED	getrocknete Droge ohne Pulverwert	48	46	34	36	36	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D004	qok	ACTION	CONTEXT_SCOPED_SHORT_FORM	erhitze Folgendes	LEARNED_QOK_HEAT_ACTION	gebundener Heißrahmen ohne Verb	13	13	11	6	6	QOK_HEAT_ACTION|QOK_READER_MERGE_RIGHT_KNOWN|QOK_READER_MERGE_RIGHT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D005	shas	MOIST_PREP	PRODUCTIVE_COMPOUND	angefeuchtete Kräutermischung	SH_MOIST+AS_DRUG_MIXTURE	feuchtes Saatgut in Grundform	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D006	olcheeo	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenauszug aus vollständig getrockneter Droge	O_PREP+L_WOOD+CHEE_DRY_END+O_EXTRACT	lexikalisierte Drogenbasis plus Trockenstufe	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D007	orchedy	DRY	PRODUCTIVE_COMPOUND	Portion vollständig getrocknete Droge	OR_PORTION+CHEDY_DRY_FINISHED	getrockneter Wurzelstoff	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D008	raralchl	ACTION	LEARNED_ACTION_WHOLE	trockne die rohe Wurzelfraktion I	R_ROOT+AR_FRACTION_I+AL_RAW_I+CHL_DRY_ACTION	langes gelerntes Drogenetikett	1	1	1	0	0	RARALCHL_ACTION	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D009	darshy	FRACTION	PRODUCTIVE_COMPOUND	abgemessene Fraktion I, leicht angefeuchtet	D_MEASURE+AR_FRACTION_I+SHY_MOIST_START	abgemessene feuchte Wurzelfraktion	1	1	1	0	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D010	ychklkaiin	ENTRY	ENTRY_COMPOSITE	nimm Holzdroge, trockne und erhitze sie auf Stufe III	Y_REFERENCE+CHK_HOT_DRY+L_WOOD+KAIIN_III	Eintrag mit verlorener Grenze vor LKAIIN	1	1	1	0	1	ENTRY_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
