rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	13998500	0	f116r	f116r.20	S	B	3	15	14	3	1	5	1	0.933333	9	10	1	0	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Wurzel, Typ/Charge III | hierzu: | trocken in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Rohstoff I, leicht erhitzt im Ansatz | Rohstoffklasse I, heiß am Gradanfang | heiß im Zubereitungsrahmen, Grad II | erste Holzrohstofffraktion im Ansatz | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | [sfm:?]	V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT659:Y_MEDIAL_RIGHT_REFERENCE | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT664:O_READER_MERGE_RIGHT_KNOWN:okal | GDT656:NEW_EXACT_WHOLE | V13:QUALITY_DEGREE_SERIES | GDT664:EXACT_WHOLE:olar | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	15	sfm	15	sfm	qoty	<EOS>	[sfm:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	Trockengut; bis zur Heizendstufe gebracht; Grundansatz; vollständig getrocknet; Wurzel, Typ/Charge III; hierzu: bis zur mittleren Trockenstufe gebracht; kalte Drogenfraktion I im Ansatz; Rohstoff I, leicht erhitzt im Ansatz; heiß im Zubereitungsrahmen, Grad II; erste Holzrohstofffraktion im Ansatz; Ansatz auf mittlerer Kühlstufe abgeschlossen; leicht gekühlt; [sfm:?]
2	12998600	0	f75r	f75r.30	B	B	2	14	13	1	0	5	1	0.928571	9	9	1	0	qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom	nehmen | Grad-/Maßwert II | trocken am Gradende, dann heiß am Gradanfang | heiß in der Mitte des Grades | heiß, Grad II | bis zur mittleren Trockenstufe, dann leicht erhitzen | Rohstoffklasse I, heiß am Gradanfang | Grad-/Maßwert II | trocken in der Mitte des Grades, abgeschlossen | Ansatz mit heißer Rohstoff der ersten Klasse | heißer Rohstoff der ersten Klasse | feucht in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I im Ansatz | [olom:?]	GDT662:EXACT_WHOLE:qo | V13:CONTEXTUAL_VALUE_SERIES | GDT661:EXACT_WHOLE:cheeky | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT664:EXACT_WHOLE:cheky | GDT656:REVISE_AL_QUALITY_MODEL | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT664:O_READER_MERGE_RIGHT_NOVEL:okalol | GDT663:EXACT_WHOLE:kalol | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | OPEN	READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	14	olom	14	olom	okar	<EOS>	[olom:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	nimm Folgendes: zwei Maße; trocken am Gradende, dann heiß am Gradanfang; bis zur mittleren Heizstufe; heiß, Grad II; bis zur mittleren Trockenstufe, dann leicht erhitzen; Rohstoff I, heiß am Gradanfang; zwei Maße; bis zur mittleren Trockenstufe gebracht; Ansatz mit heißer Rohstoff der ersten Klasse; bis zur mittleren Einweichstufe gebracht; heiße Drogenfraktion I im Ansatz; [olom:?]
3	11998700	0	f103r	f103r.49	S	B	3	13	12	2	0	4	1	0.923077	8	9	1	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	heißer Ansatz am Ende des Grades | Wurzelholz | Menge-/Klassenwert II | Pfund / Gewichtseinheit | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Einweichung vollständig abgeschlossen | heiß am Ende des Grades | feuchtes Material | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [leeesain:?] | Maßeinheit I	GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:lr | V13:VALUE_MINIM_SERIES | GDT663:L_FREE_WEIGHT_SIGLUM:NONE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT664:EXACT_WHOLE:sheed | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT661:EXACT_WHOLE:am	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	12	leeesain	12	leeesain	qoky	am	[leeesain:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	Ansatz auf Heizendstufe; Wurzelholz; zwei Teile; ein Pfund; Grundansatz; Einweichung vollständig abgeschlossen; bis zur Heizendstufe; feuchtes Material; bis zur Heizendstufe gebracht; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; [leeesain:?]; Maßeinheit I
4	11998700	0	f111r	f111r.6	S	B	3	13	12	2	0	5	1	0.923077	8	8	1	0	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	Grad-/Maßwert II | feucht in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | trocken in der Mitte des Grades, abgeschlossen | erhitze Folgendes | [shed:?] | Holzdroge im Ansatz fertig getrocknet | heiß am Ende des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I, abgeschlossen	V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT664:QOK_HEAT_ACTION:NONE | OPEN | GDT664:EXACT_WHOLE:olchedy | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:dary	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	6	shed	6	shed	qok	olchedy	[shed:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	zwei Maße; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: [shed:?]; Holzdroge im Ansatz fertig getrocknet; bis zur Heizendstufe gebracht; bis zur Kühlendstufe gebracht; angetrocknet; bis zur Heizendstufe gebracht; kalt und bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I, abgeschlossen
5	11998700	0	f34r	f34r.14	H	B	2	13	12	1	1	2	1	0.923077	11	11	1	0	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	Drogenportion | Drogenfraktion I | ; hierzu: | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I | heißer Ansatz am Anfang des Grades | Trockenansatz, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [chcthedy:?] | bis zur mittleren Trockenstufe, dann leicht erhitzen | ein Maß Fraktion I	GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT654:NEW_EXACT_WHOLE | GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE | GDT654:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT655:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:chody | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | OPEN | GDT664:EXACT_WHOLE:cheky | GDT664:EXACT_WHOLE:daram	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	11	chcthedy	11	chcthedy	chedy	cheky	[chcthedy:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	Drogenportion; Drogenfraktion I; hierzu: heiße Drogenfraktion I; Grundansatz; Rohstoff I; leicht erhitzter Ansatz; Trockenansatz, abgeschlossen; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe gebracht; [chcthedy:?]; bis zur mittleren Trockenstufe, dann leicht erhitzen; ein Maß Fraktion I
6	11998700	0	f34v	f34v.7	H	B	2	13	12	2	0	7	1	0.923077	6	7	1	0	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	[olchdaiin:?] | trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | trocken am Anfang des Grades | heiß in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | Samen-/Saatgutposten | zweite Drogenfraktion | trocken-heiß, Stufe II | kalt im Zubereitungsrahmen, Grad II	OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:DY_MEDIAL | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:S_MEDIAL | GDT664:EXACT_WHOLE:air | GDT663:EXACT_WHOLE:chkain | V13:QUALITY_DEGREE_SERIES	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	1	olchdaiin	1	olchdaiin	<BOS>	chedy	[olchdaiin:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	[olchdaiin:?]; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; angetrocknet; bis zur mittleren Heizstufe gebracht; bis zur mittleren Heizstufe gebracht; Ansatz bis zur mittleren Heizstufe; Samen-/Saatgutposten; zweite Drogenfraktion; trocken-heiß, Stufe II; kalt im Zubereitungsrahmen, Grad II
7	11998700	0	f46r	f46r.3	H	B	2	13	12	4	0	3	1	0.923077	9	10	1	0	daiin shor ykal chey daiin she dalshedy qokol s aiin shee ykar daiin	Grad-/Maßwert III | Blüten-/Fruchtstand; reproduktiver Teil | Eintrag: heißer Rohstoff, Klasse I | trocken in der Mitte des Grades | Grad-/Maßwert III | feucht, attributiv gebunden | [dalshedy:?] | erhitzen | Samen-/Saatgutposten | Menge III | vollständig anfeuchten | nimm hiervon die erste erhitzte Drogenfraktion | Grad-/Maßwert III	V13:CONTEXTUAL_VALUE_SERIES | V13:PART_OR_FORM | GDT663:EXACT_WHOLE:ykal | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | OPEN | GDT662:EXACT_WHOLE:qokol | GDT660:S_MEDIAL | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:shee | GDT664:EXACT_WHOLE:ykar | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	7	dalshedy	7	dalshedy	she	qokol	[dalshedy:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	drei Maße; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; hierzu: heißer Rohstoff, Klasse I; bis zur mittleren Trockenstufe; drei Maße; feucht, attributiv gebunden; [dalshedy:?]; erhitze Folgendes: Samen-/Saatgutposten; drei Teile; feuchte vollständig an; nimm hiervon die erste erhitzte Drogenfraktion; drei Maße
8	11998700	0	f46v	f46v.5	H	B	2	13	12	1	0	3	1	0.923077	10	10	1	0	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	Drogenholzzubereitung, Dosis III | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | [dykaly:?] | Grad-/Maßwert III | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | Samen-/Saatgutposten | Drogenfraktion I | zweite Drogenfraktion | CTH-Drogenmaterial	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:S_MEDIAL | GDT654:NEW_EXACT_WHOLE | GDT664:EXACT_WHOLE:air | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	6	dykaly	6	dykaly	okedy	daiin	[dykaly:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	Drogenholzzubereitung, Dosis III; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; angetrocknet; Ansatz bis zur mittleren Heizstufe, abgeschlossen; [dykaly:?]; drei Maße; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; Samen-/Saatgutposten; Drogenfraktion I; zweite Drogenfraktion; Krautdroge
9	11998700	0	f80r	f80r.24	B	B	2	13	12	2	1	1	1	0.923077	12	12	1	0	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor	Holzstoff | trocken in der Mitte des Grades | Wurzel/Wurzeldroge, trockene Grundform | Wurzel | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad II | kalter Ansatz am Anfang des Grades | kalt am Anfang des Grades | kalte Ansatzportion aus Rohstoff I | feuchtes Arzneikompositum am Gradanfang | Holzdrogenansatz vollständig erhitzt | Wurzelrohstoff I | [chedyor:?]	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT661:R_BODY | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:otalor | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT664:EXACT_WHOLE:olkeey | V13:SCOPED_RESIDUAL_HEAD_FORM | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	13	chedyor	13	chedyor	ral	<EOS>	[chedyor:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	Holzstoff; bis zur mittleren Trockenstufe; Wurzel/Wurzeldroge, trockene Grundform; Wurzel; Grundansatz; Stufe II; kalter Ansatz am Anfang des Grades; leicht gekühlt; kalte Ansatzportion aus Rohstoff I; feuchtes Arzneikompositum am Gradanfang; Holzdrogenansatz vollständig erhitzt; Wurzelrohstoff I; [chedyor:?]
10	11998700	0	f85r1	f85r1.29	T	B	2	13	12	0	0	6	1	0.923077	7	7	1	0	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam	[oees:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | vollständig ausgekochter Ansatz | Drogenportion | Samen-/Saatgutposten | trocken am Ende des Grades | heiß und trocken am Anfang des Grades, abgeschlossen | kaltes Material | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | kalt-trockener Ansatz am Anfang des Grades | ein Maß heißen Ansatzes	OPEN | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT663:EXACT_WHOLE:keeody | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT660:S_MEDIAL | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:okam	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	1	oees	1	oees	<BOS>	aiin	[oees:?]	NEWLY_EXPOSED_BY_GDT664_NO_NEW_CARD	OPEN	[oees:?]; drei Teile; Grundansatz; vollständig ausgekochter Ansatz; Drogenportion; Samen-/Saatgutposten; vollständig getrocknet; heiß und angetrocknet; kaltes Material; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; kalt-trockener Ansatz am Anfang des Grades; ein Maß heißen Ansatzes
