surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
daiindy	drei Maße, abgeteilt und abgeschlossen	D_MEASURE+A+IIN_III+DY_CLOSE	bloßer Gradwert III mit Schlusszeichen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ssheey	vollständig eingeweichtes Saatgut	S_SEED+SHEEY_MOIST_END	feuchte Arzneispecies ohne Saatwert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
opchedy	vollständig getrocknetes Pulverpräparat	O_PREP+P_POWDER+CHEDY_DRY_FINISHED	getrocknete Droge ohne Pulverwert	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	48	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qok	erhitze Folgendes	LEARNED_QOK_HEAT_ACTION	gebundener Heißrahmen ohne Verb	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	13	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V41_REPLACEABLE
shas	angefeuchtete Kräutermischung	SH_MOIST+AS_DRUG_MIXTURE	feuchtes Saatgut in Grundform	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olcheeo	Holzdrogenauszug aus vollständig getrockneter Droge	O_PREP+L_WOOD+CHEE_DRY_END+O_EXTRACT	lexikalisierte Drogenbasis plus Trockenstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
orchedy	Portion vollständig getrocknete Droge	OR_PORTION+CHEDY_DRY_FINISHED	getrockneter Wurzelstoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
raralchl	trockne die rohe Wurzelfraktion I	R_ROOT+AR_FRACTION_I+AL_RAW_I+CHL_DRY_ACTION	langes gelerntes Drogenetikett	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
darshy	abgemessene Fraktion I, leicht angefeuchtet	D_MEASURE+AR_FRACTION_I+SHY_MOIST_START	abgemessene feuchte Wurzelfraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ychklkaiin	nimm Holzdroge, trockne und erhitze sie auf Stufe III	Y_REFERENCE+CHK_HOT_DRY+L_WOOD+KAIIN_III	Eintrag mit verlorener Grenze vor LKAIIN	ENTRY_COMPOSITE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ycheodain	nimm hierzu zwei Dosen Trockenansatz	Y_REFERENCE+CHEO_DRY_PREP+DAIN_DOSE_II	hierzu zwei Trockenstufen	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cheotchey	Trockenansatz bis zur mittleren Kühlstufe	CHEO_DRY_PREP+TCHEY_COLD_DRY_MIDDLE	trockene CTH-Zubereitung, Form I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
lkaiin	Holzdroge, heiß auf Stufe III	L_WOOD+K_HOT+A+IIN_III	erwärmte Flüssigkeit, Stufe III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	48	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olkeey	Holzdrogenansatz vollständig erhitzt	O_PREP+L_WOOD+K_HOT+EEY_END	lexikalisierte Drogenbasis bis Heizendstufe	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	35	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
okeoteey	erhitzten Ansatz bis zur Kühlendstufe bringen	O_PREP+K_HOT+E_LINK+O_PREP+TEEY_COLD_END	gleichzeitiger heiß-kalter Zustand	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
aiinal	drei Teile Rohdroge I	AIIN_AMOUNT_III+AL_RAW_I	Rohstoffklasse III ohne Menge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
say	gib eine Gabe Saatgut zu	S_SEED+A_ADD+Y_ACTION	Saatgut in Grundform	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qokeo	bereite einen heißen Auszug	QOK_HEAT+E_LINK+O_EXTRACT	bloßer heißer Ansatz in Bindungsform	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chsy	getrocknetes Saatgut	CH_DRY+SY_SEED_BASE	trockene Arzneispecies	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
keear	erste Drogenfraktion vollständig erhitzt	K_HOT+EE_END+AR_FRACTION_I	stark erhitzte Fraktion ohne Endwert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dalam	ein Maß Rohdroge I	D_MEASURE+AL_RAW_I+AM_UNIT_I	Dosis I ohne Rohstoffklasse	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dsheol	eine Dosis eingeweichte Droge	D_DOSE+SHEOL_MOIST_MATERIAL	abgemessene Feuchtflüssigkeit	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
shcthey	angefeuchtete Krautdroge, Form I	SH_MOIST+CTH_HERB+EY_FORM_I	feuchtes Arzneikompositum	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qorchain	nimm zwei Teile Trockendroge	QOR_TAKE_PORTION+CHAIN_DRY_II	nominale Trockenportion II	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
teeedy	vollständig abgekühlt und abgeschlossen	T_COLD+EEE_END_III+DY_FINISHED	lange geruhter statt gekühlter Zustand	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
teeodain	zwei Maße vollständig gekühlter Ansatz	T_COLD+EE_END+O_PREP+DAIN_DOSE_II	kalter Ansatz, Dosis II ohne Endstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
