page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v40_token_glosses_de	v41_token_glosses_de	v41_working_translation_de	v40_unknown_tokens	v41_unknown_tokens	v41_complete
f100r	f100r.25	P	2	7|10	cheky|okeol	CHEKY_ACTION|EXACT_WHOLE	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ctheol:?] | [olcheol:?] | [cheky:?] | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | [okeol:?]	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ctheol:?] | [olcheol:?] | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil; [qkeeody:?]; Trockengut; Stufe III; [ctheol:?]; [olcheol:?]; bis zur mittleren Trockenstufe, dann leicht erhitzen; trockener Drogenstoff; trocken angesetztes Arzneikompositum am Gradanfang; Grundansatz bis zur mittleren Heizstufe erwärmt	5	3	0
f100r	f100r.5	P	1	3	daiindy	LABEL_SIGLUM	sar char daiindy	Samenfraktion I | [Trockenfraktionszeichen] | [daiindy:?]	Samenfraktion I | [Trockenfraktionszeichen] | [drei Maße, abgeteilt und abgeschlossen-Zeichen]	Samenfraktion I; [Trockenfraktionszeichen]; [drei Maße, abgeteilt und abgeschlossen-Zeichen]	1	0	1
f100v	f100v.16	P	2	7|10	okeol|okeol	EXACT_WHOLE|EXACT_WHOLE	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | [sheeo:?] | [okeol:?] | trockenes Drogenmaterial, Mittelstufe | [okeor:?] | [okeol:?] | Qualitäts-/Wertfeld geschlossen	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | [sheeo:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | trockenes Drogenmaterial, Mittelstufe | [okeor:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | Qualitäts-/Wertfeld geschlossen	[ykeeol:?]; Trockengut; bis zur mittleren Trockenstufe; [eeoseeo:?]; Samen-/Saatgutposten; [sheeo:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; trockenes Drogenmaterial, Mittelstufe; [okeor:?]; Grundansatz bis zur mittleren Heizstufe erwärmt.	6	4	0
f100v	f100v.22	P	1	2	cheky	CHEKY_ACTION	daiin cheky chory	Grad-/Maßwert III | [cheky:?] | [chory:?]	Grad-/Maßwert III | bis zur mittleren Trockenstufe, dann leicht erhitzen | [chory:?]	drei Maße; bis zur mittleren Trockenstufe, dann leicht erhitzen; [chory:?]	2	1	0
f102r1	f102r1.14	P	1	3	qokeo	QOKEO_ACTION	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	[doeey:?] | stark erhitzter Drogenstoff | [qokeo:?] | [daor:?] | feucht in der Mitte des Grades | [qoteol:?] | [okol:?] | [chos:?] | Samen-/Saatgutposten | Drogenportion | [oeeaiin:?]	[doeey:?] | stark erhitzter Drogenstoff | bereite einen heißen Auszug | [daor:?] | feucht in der Mitte des Grades | [qoteol:?] | [okol:?] | [chos:?] | Samen-/Saatgutposten | Drogenportion | [oeeaiin:?]	[doeey:?]; stark erhitzter Drogenstoff; bereite einen heißen Auszug; [daor:?]; bis zur mittleren Einweichstufe; [qoteol:?]; [okol:?]; [chos:?]; Samen-/Saatgutposten; Drogenportion; [oeeaiin:?]	7	6	0
f102r1	f102r1.16	P	1	6	okeol	EXACT_WHOLE	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | Qualitäts-/Wertfeld geschlossen | [okeol:?] | [doeoear:?] | Samen-/Saatgutposten | Rohdrogenfraktion I | [dor:?]	[ddor:?] | [chordam:?] | Samenportion III | [ykeey:?] | Qualitäts-/Wertfeld geschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | [doeoear:?] | Samen-/Saatgutposten | Rohdrogenfraktion I | [dor:?]	[ddor:?]; [chordam:?]; Samenportion III; [ykeey:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; [doeoear:?]; Samen-/Saatgutposten; Rohdrogenfraktion I; [dor:?]	6	5	0
f102r1	f102r1.5	P	1	5	orain	EXACT_WHOLE	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	[ytol:?] | feuchtes Material | feucht, attributiv gebunden | Drogenstoff, Menge III | [orain:?] | [oraroekeol:?] | trocken; nominal trockenes Gut/Material | [ekey:?] | erhitzen | Qualitätsgrad II	[ytol:?] | feuchtes Material | feucht, attributiv gebunden | Drogenstoff, Menge III | Drogenportion II | [oraroekeol:?] | trocken; nominal trockenes Gut/Material | [ekey:?] | erhitzen | Qualitätsgrad II	[ytol:?]; feuchtes Material; feucht, attributiv gebunden; drei Teile Holzdrogenansatz; Drogenportion II; [oraroekeol:?]; Trockengut; [ekey:?]; erhitze bis Grad II	4	3	0
f102v1	f102v1.22	P	1	2	chodaiin	EXACT_WHOLE	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	[ykeeody:?] | [chodaiin:?] | [qokeos:?] | trockener Drogenstoff | [qool:?] | [chsey:?] | [oteody:?] | heiß-trockener Ansatz am Anfang des Grades	[ykeeody:?] | Trockenansatz, Dosis III | [qokeos:?] | trockener Drogenstoff | [qool:?] | [chsey:?] | [oteody:?] | heiß-trockener Ansatz am Anfang des Grades	[ykeeody:?]; Trockenansatz, Dosis III; [qokeos:?]; trockener Drogenstoff; [qool:?]; [chsey:?]; [oteody:?]; heiß-trockener Ansatz am Anfang des Grades	6	5	0
f102v1	f102v1.9	P	1	1	teody	TEODY_ACTION	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	[teody:?] | Arzneikompositum am Gradende | [qokeol:?] | [sheky:?] | [qockheor:?] | Drogenportion | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	kühle den Ansatz ab und schließe | Arzneikompositum am Gradende | [qokeol:?] | [sheky:?] | [qockheor:?] | Drogenportion | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	kühle den Ansatz ab und schließe; Arzneikompositum am Gradende; [qokeol:?]; [sheky:?]; [qockheor:?]; Drogenportion; trocken angesetzte Zubereitung; trockener Wurzel/Wurzeldrogestoff/Trockengut; [qoteor:?]; abgemessene Fraktion I	5	4	0
f102v2	f102v2.17	P	1	5	ch	CH_READER_MERGE_RIGHT_KNOWN	podeesho oteeos sheor qoteeo ch y shkeey chekeod	[podeesho:?] | [oteeos:?] | feuchter Drogenteil | [qoteeo:?] | [ch:?] | Eintragsteil abgeschlossen | [shkeey:?] | [chekeod:?]	[podeesho:?] | [oteeos:?] | feuchter Drogenteil | [qoteeo:?] | angetrocknet | Eintragsteil abgeschlossen | [shkeey:?] | [chekeod:?]	[podeesho:?]; [oteeos:?]; feuchter Drogenteil; [qoteeo:?]; angetrocknet; [shkeey:?]; [chekeod:?]	6	5	0
