occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G664-T0001	f100r	f100r.25	7	cheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0002	f100r	f100r.25	10	okeol	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0003	f100r	f100r.5	3	daiindy	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	sar char daiindy	sar char daiindy	sarchar daiindy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0004	f100v	f100v.16	7	okeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0005	f100v	f100v.16	10	okeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0006	f100v	f100v.22	2	cheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	daiin cheky chory	daiin cheky chory	daiin cheky chory	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0007	f102r1	f102r1.14	3	qokeo	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey keeol qokeo d or shey qoteol okol chos s or oeeaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0008	f102r1	f102r1.16	6	okeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor chordam soraiin yeydy okeol oeoear s aral do	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0009	f102r1	f102r1.5	5	orain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ytol sheol she olaiin orain oraroekeol chol ekey qokol ain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0010	f102v1	f102v1.22	2	chodaiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	ykchody chodaiin qokeos cheol qool chsea oteody okchy	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G664-T0011	f102v1	f102v1.9	1	teody	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor os cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor or cheo r chol qoteor dar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
