rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	1	f108v	f108v.50	S	B	3	12	12	0	0	0	0	1.000000	12	12	1	1	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	abgemessene, vollständig angefeuchtete Droge | kalter Ansatz am Ende des Grades | trockener Drogenstoff | abgemessene kalte Fraktion I, Endstufe | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang | kalter Ansatz am Ende des Grades | Menge III | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades | heiß in der Mitte des Grades	GDT662:EXACT_WHOLE:dsheey | GDT647:FAMILY_MIGRATION | GDT642:ROUND_01 | GDT663:EXACT_WHOLE:teedar | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	abgemessene, vollständig angefeuchtete Droge; Ansatz auf Kühlendstufe; trockener Drogenstoff; abgemessene kalte Fraktion I, Endstufe; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe gebracht; trockenes Arzneikompositum am Gradanfang; Ansatz auf Kühlendstufe; drei Teile; Ansatz auf Heizendstufe; bis zur mittleren Trockenstufe; bis zur mittleren Heizstufe
2	1	f75v	f75v.45	B	B	2	12	12	1	0	0	0	1.000000	12	12	1	1	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	weiche hiervon bis zur mittleren Stufe ein | heiße Drogenfraktion I | Holzdroge im Ansatz fertig getrocknet | nimm eine Drogenportion | Zubereitungsform III | heißer Ansatz am Ende des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | heiß am Ende des Grades | heiß am Ende des Grades | kalter Ansatz in der Mitte des Grades | heiß am Anfang des Grades | Qualitäts-/Wertfeld geschlossen	GDT664:EXACT_WHOLE:yshey | GDT654:REVISE_CONFLICTING_EXACT | GDT664:EXACT_WHOLE:olchedy | GDT663:EXACT_WHOLE:qor | GDT643:ROUND_02 | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:qokeed | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	weiche hiervon bis zur mittleren Stufe ein; heiße Drogenfraktion I; Holzdroge im Ansatz fertig getrocknet; nimm eine Drogenportion: Zubereitungsform III; Ansatz auf Heizendstufe abgeschlossen; erhitze bis zur Endstufe und schließe ab; bis zur Heizendstufe; bis zur Heizendstufe; Ansatz bis zur mittleren Kühlstufe; leicht erhitzt.
3	1	f111v	f111v.19	S	B	3	11	11	1	0	0	0	1.000000	11	11	1	1	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	heiß, Grad III | Rohstoffklasse I, trocken in der Gradmitte | kalt, Grad II | heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | Trockenfraktion I | angefeuchtete Krautdroge, Form I | heiß am Anfang des Grades | trocken am Anfang des Grades | heiß, Grad III	V13:TARGET_SURFACE_DEFAULT | GDT656:NEW_EXACT_WHOLE | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:char | GDT664:EXACT_WHOLE:shcthey | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß, Grad III; Rohstoff I, trocken in der Gradmitte; kalt, Grad II; heiß, Grad II; bis zur mittleren Einweichstufe; heiß, Grad II; Trockenfraktion I; angefeuchtete Krautdroge, Form I; leicht erhitzt; angetrocknet; heiß, Grad III
4	1	f86v5	f86v5.13	T	B	2	11	11	2	0	0	0	1.000000	11	11	1	1	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	Grad-/Maßwert III | angefeuchtete Drogenfraktion I | ein Maß kalten Ansatzes | Eintrag: kalt, Stufe III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kühle den Ansatz ab und schließe | CTH-Drogenmaterial | Drogenportion | Menge III | kalte Drogenfraktion I im Ansatz | Menge-/Klassenwert IV	V13:CONTEXTUAL_VALUE_SERIES | GDT662:EXACT_WHOLE:shar | GDT658:EXACT_CONTEXTUAL_WHOLE | GDT663:EXACT_WHOLE:ytaiin | GDT656:REVISE_AL_QUALITY_MODEL | GDT664:EXACT_WHOLE:teody | V13:TARGET_SURFACE_DEFAULT | GDT654:REVISE_AMBIGUOUS_TO_EXACT | V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | V13:VALUE_MINIM_SERIES	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	drei Maße; angefeuchtete Drogenfraktion I; ein Maß kalten Ansatzes; hierzu: kalt, Stufe III; Rohstoff I, leicht gekühlt im Ansatz; kühle den Ansatz ab und schließe; Krautdroge; Drogenportion; drei Teile; kalte Drogenfraktion I im Ansatz; vier Teile
5	1	f112v	f112v.18	S	B	3	10	10	0	0	0	0	1.000000	10	10	1	1	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	Samen/Saatgut, Typ/Charge III | Drogenportion | Menge III | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | stark erhitzt, Endstufe III | vollständig ausgekochter Ansatz | nimm ein Maß kalten Ansatzes | Drogenstoff, Menge III | Maßeinheit I	V13:SCOPED_CONCRETE_HEAD_FORM | GDT654:REVISE_AMBIGUOUS_TO_EXACT | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qokeeey | GDT663:EXACT_WHOLE:qokeeody | GDT664:EXACT_WHOLE:qotam | GDT663:EXACT_WHOLE:olaiin | GDT661:EXACT_WHOLE:am	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Samen/Saatgut, Typ/Charge III; Drogenportion; drei Teile; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; erhitze bis Endstufe III; vollständig ausgekochter Ansatz; nimm ein Maß kalten Ansatzes; drei Teile Holzdrogenansatz; Maßeinheit I
6	1	f75r	f75r.10	B	B	2	10	10	1	0	0	0	1.000000	10	10	1	1	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	abgemessene Blüten-/Fruchtdroge | kalte Drogenfraktion I | trocken am Anfang des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß, Grad II | Arzneikompositum: trocken, Gradanfang | Qualitäts-/Wertfeld geschlossen | kalter Ansatz in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	GDT661:EXACT_WHOLE:dshor | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT660:DY_MEDIAL | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	abgemessene Blüten-/Fruchtdroge; kalte Drogenfraktion I; angetrocknet; bis zur mittleren Einweichstufe; heiß, Grad II; Arzneikompositum: trocken, Gradanfang; Ansatz bis zur mittleren Kühlstufe; bis zur mittleren Kühlstufe gebracht; getrocknetes Drogenholz
7	1	f76v	f76v.32	B	B	2	10	10	3	0	0	0	1.000000	10	10	1	1	tain sheey qotain chedy qokaiin chedy taiin chckhedy otol oty	kalt, Grad II | feucht am Ende des Grades | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Arzneikompositum: trocken, Gradmitte, abgeschlossen | kaltes Zubereitungsgut | kalter Ansatz am Anfang des Grades	V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT648:STRICT_WHOLE_COMPLETION | GDT647:FAMILY_MIGRATION	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	kalt, Grad II; vollständig eingeweicht; kalt im qo-Rahmen, Grad II; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; bis zur mittleren Trockenstufe gebracht; kalt, Grad III; Arzneikompositum: trocken, Gradmitte, abgeschlossen; kaltes Zubereitungsgut; kalter Ansatz am Anfang des Grades
8	1	f79r	f79r.14	B	B	2	10	10	1	0	0	0	1.000000	10	10	1	1	saral qokain checkhy qotal qol cheey chey dain chedy qol	rohe Samenfraktion I | heiß, Grad II | trockenes Arzneikompositum am Gradanfang | Rohstoffklasse I, kalt am Gradanfang | Drogenstoff zugeben | trocken am Ende des Grades | trocken in der Mitte des Grades | Grad-/Maßwert II | trocken in der Mitte des Grades, abgeschlossen | Drogenstoff zugeben	GDT663:EXACT_WHOLE:saral | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT656:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:qol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qol	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	rohe Samenfraktion I; heiß, Grad II; trockenes Arzneikompositum am Gradanfang; Rohstoff I, kalt am Gradanfang; gib Folgendes hinzu: vollständig getrocknet; bis zur mittleren Trockenstufe; zwei Maße; bis zur mittleren Trockenstufe gebracht; gib Vorstehendes hinzu
9	1	f83r	f83r.11	B	B	2	10	10	0	0	0	0	1.000000	10	10	1	1	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	Samenportion | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | trocken-heiß, Stufe II | angefeuchtete Krautdroge, Form I | heiß in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion II im Ansatz | feucht am Ende des Grades, abgeschlossen | getrocknetes Drogenholz | Holzabsud	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:chkain | GDT664:EXACT_WHOLE:shcthey | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:okair | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT663:EXACT_WHOLE:lo	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Samenportion; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; trocken-heiß, Stufe II; angefeuchtete Krautdroge, Form I; bis zur mittleren Heizstufe gebracht; heiße Drogenfraktion II im Ansatz; vollständig eingeweicht; getrocknetes Drogenholz; Holzabsud
10	1	f83v	f83v.16	B	B	2	10	10	1	0	0	0	1.000000	10	10	1	1	daiin qokal sheckhey qokeey chal qokeey qokaiin chedy sar al	Grad-/Maßwert III | Rohstoffklasse I, heiß am Gradanfang | feuchtes Arzneikompositum in der Gradmitte | heiß am Ende des Grades | Rohstoffklasse I, trocken am Gradanfang | heiß am Ende des Grades | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I | Rohstoffklasse I	V13:CONTEXTUAL_VALUE_SERIES | GDT656:REVISE_AL_QUALITY_MODEL | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT647:FAMILY_MIGRATION | GDT656:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT655:NEW_EXACT_WHOLE	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	drei Maße; Rohstoff I, heiß am Gradanfang; feuchtes Arzneikompositum in der Gradmitte; bis zur Heizendstufe; Rohstoff I, trocken am Gradanfang; bis zur Heizendstufe; heiß, Grad III; bis zur mittleren Trockenstufe gebracht; Samenfraktion I; Rohstoff I
