held_folio	selected_F2_opaque_id	offset	held_opportunities	held_hits	training_background_probability	standardized_held_contribution	semantic_state
f1	7a4bb8136330ee4e6e56	-1	1	0	0.026935820346	-0.026935820346	UNASSIGNED
f10	7a4bb8136330ee4e6e56	-1	7	0	0.026702022694	-0.186914158855	UNASSIGNED
f100	7a4bb8136330ee4e6e56	-1	2	0	0.027105101414	-0.054210202827	UNASSIGNED
f102	7a4bb8136330ee4e6e56	-1	1	0	0.027038679478	-0.027038679478	UNASSIGNED
f103	7a4bb8136330ee4e6e56	-1	5	0	0.027641970666	-0.138209853328	UNASSIGNED
f104	7a4bb8136330ee4e6e56	-1	8	0	0.027015223359	-0.216121786873	UNASSIGNED
f105	7a4bb8136330ee4e6e56	-1	9	1	0.027218120385	0.755036916531	UNASSIGNED
f106	7a4bb8136330ee4e6e56	-1	11	0	0.027614276769	-0.303757044458	UNASSIGNED
f107	2cc054357a929df85f64	-2	11	0	0.010382656393	-0.114209220321	UNASSIGNED
f108	7a4bb8136330ee4e6e56	-1	13	0	0.027907859765	-0.362802176940	UNASSIGNED
f11	7a4bb8136330ee4e6e56	-1	1	0	0.027095109363	-0.027095109363	UNASSIGNED
f111	7a4bb8136330ee4e6e56	-1	8	1	0.027865938809	0.777072489526	UNASSIGNED
f112	2cc054357a929df85f64	-2	16	0	0.010370466997	-0.165927471954	UNASSIGNED
f113	7a4bb8136330ee4e6e56	-1	5	0	0.027499373591	-0.137496867953	UNASSIGNED
f114	7a4bb8136330ee4e6e56	-1	13	1	0.027816499810	0.638385502471	UNASSIGNED
f115	7a4bb8136330ee4e6e56	-1	5	0	0.027415307403	-0.137076537014	UNASSIGNED
f13	7a4bb8136330ee4e6e56	-1	1	0	0.027098439228	-0.027098439228	UNASSIGNED
f14	7a4bb8136330ee4e6e56	-1	6	0	0.027158517059	-0.162951102353	UNASSIGNED
f15	7a4bb8136330ee4e6e56	-1	8	0	0.026217924879	-0.209743399033	UNASSIGNED
f16	7a4bb8136330ee4e6e56	-1	5	0	0.026711906231	-0.133559531154	UNASSIGNED
f17	7a4bb8136330ee4e6e56	-1	2	0	0.026595088239	-0.053190176478	UNASSIGNED
f18	7a4bb8136330ee4e6e56	-1	3	0	0.026748208550	-0.080244625649	UNASSIGNED
f19	7a4bb8136330ee4e6e56	-1	6	1	0.026497838172	0.841012970970	UNASSIGNED
f2	7a4bb8136330ee4e6e56	-1	8	0	0.026543744586	-0.212349956689	UNASSIGNED
f20	7a4bb8136330ee4e6e56	-1	7	1	0.026845223402	0.812083436189	UNASSIGNED
f21	7a4bb8136330ee4e6e56	-1	7	0	0.027088732568	-0.189621127977	UNASSIGNED
f22	7a4bb8136330ee4e6e56	-1	8	1	0.026771361444	0.785829108446	UNASSIGNED
f23	7a4bb8136330ee4e6e56	-1	5	0	0.026562307408	-0.132811537039	UNASSIGNED
