family_id	best_submetric	best_z	local_p	joint_maxT_p	eligible_folios	same_direction_folio_fraction	eligible_registers	same_direction_registers	stability_gate	classification	promoted	semantic_state
F1_D01_COORDINATION_SYMMETRY	F1_D01_TUPLE_JACCARD	-0.299927879069	0.776421772028	1.000000000000	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
F1_D02_VARIABLE_ARITY_CHAIN	F1_D02_CHAINS_PER_100_F1	1.280274150455	0.245545521113	0.999267756895	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
F1_D03_MUTUAL_EXCLUSION	F1_D03_EXCLUSIVITY	-0.296383950551	0.775445447889	1.000000000000	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
F1_D04_DOWNSTREAM_DELTA	F1_D04_CONDITIONAL_MI	-2.769073403823	0.005125701733	0.168659995118	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	WEAK	0	UNASSIGNED
F1_D05_SCOPE_HORIZON	F1_D05_RETURN_H2	3.646439810897	0.000244081035	0.023187698316	67	0.388059701493	5	5	FAIL_OR_NOT_APPLICABLE	UNSTABLE	0	UNASSIGNED
F1_D06_PAIRED_OPERATOR	F1_D06_NESTED_F2_HELD_Z	1.243516803285	0.241640224555	0.999755918965	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
F1_D07_RENDERER_EQUIVALENCE	F1_D07_D_NON_D_COSINE	0.736978640600	0.413717354162	1.000000000000	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
F1_D08_POSITION_INDEPENDENCE	F1_D08_MAX_FOLIO_DIRECTION_FRACTION	1.118349493713	0.405174517940	1.000000000000	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
R1_CMP01_BOUNDARY_RENDERER_PERSISTENCE	R1_CMP01_BOUNDARY_RENDERER_PERSISTENCE	-0.221677021997	0.829875518672	1.000000000000	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
R2_CMP02_BRANCH_RECONVERGENCE	R2_CMP02_BRANCH_RECONVERGENCE	-0.005219647559	0.997559189651	1.000000000000	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	NO_SIGNAL	0	UNASSIGNED
R3_CMP03_RECORD_DELTA_REVERSAL	R3_CMP03_RECORD_DELTA_D	-2.610276452539	0.009275079326	0.280693190139	0	0.000000000000	0	0	FAIL_OR_NOT_APPLICABLE	WEAK	0	UNASSIGNED
