statement_id	loci	events	owner_de	surface_sequence	desk_selection_sequence	master_core_cards	preparation_wet_cards	transfer_cards	state_cards	junction_cards	owner_break_inside_statement	continuous_owner_reading_de	final_copy_rule_de
B3-S001	f83r.3	1	die obere offene Faecherstation	olkeedy	S02_PREPARATION_WET×1	0	1	0	0	0	NO	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S002	f83r.3	2	die obere offene Faecherstation	qotal chkeedy	S01_MASTER_CORRECTOR×1 > S04_STATE_CONTROL×1	1	0	0	1	0	NO	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S003	f83r.3	4	die obere offene Faecherstation	chey daiin chey lchedy	S01_MASTER_CORRECTOR×3 > S03_TRANSFER×1	3	0	1	0	0	NO	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S004	f83r.3	3	die obere offene Faecherstation	qokaiin qotal dar	S01_MASTER_CORRECTOR×3	3	0	0	0	0	NO	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S005	f83r.6	1	das runde Mittelgefaess	schedy	S03_TRANSFER×1	0	0	1	0	0	NO	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S006	f83r.6	3	das runde Mittelgefaess	chedchy qokal olchedy	S03_TRANSFER×1 > S01_MASTER_CORRECTOR×1 > S03_TRANSFER×1	1	0	2	0	0	NO	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S007	f83r.6	3	das runde Mittelgefaess	qokaiin chedy qokeedy	S01_MASTER_CORRECTOR×1 > S03_TRANSFER×1 > S01_MASTER_CORRECTOR×1	2	0	1	0	0	NO	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S008	f83r.6	1	das runde Mittelgefaess	lchedy	S03_TRANSFER×1	0	0	1	0	0	NO	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S009	f83r.6	1	das runde Mittelgefaess	qoky	S01_MASTER_CORRECTOR×1	1	0	0	0	0	NO	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S010	f83r.8	2	das untere Korbgefaess	pchedal otedy	S03_TRANSFER×1 > S01_MASTER_CORRECTOR×1	1	0	1	0	1	NO	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S011	f83r.8	4	das untere Korbgefaess	shecthedchy qoky chedy chary	S04_STATE_CONTROL×1 > S01_MASTER_CORRECTOR×1 > S03_TRANSFER×1 > S01_MASTER_CORRECTOR×1	2	0	1	1	1	NO	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S012	f83r.11	2	das untere Korbgefaess	sor shedy	S01_MASTER_CORRECTOR×1 > S04_STATE_CONTROL×1	1	0	0	1	0	NO	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S013	f83r.11	4	das untere Korbgefaess	qokaiin chkain shcthey qokedy	S01_MASTER_CORRECTOR×1 > S02_PREPARATION_WET×1 > S04_STATE_CONTROL×1 > S01_MASTER_CORRECTOR×1	2	1	0	1	0	NO	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zudosieren; dann kurz den laufenden Posten bereithalten; dann kurz ansetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S014	f83r.11	2	das untere Korbgefaess	okair sheedy	S02_PREPARATION_WET×1 > S04_STATE_CONTROL×1	0	1	0	1	0	NO	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S015	f83r.11	1	das untere Korbgefaess	lchedy	S03_TRANSFER×1	0	0	1	0	0	NO	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S016	f83r.11|f83r.14	2	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	lo qokchedy	S03_TRANSFER×2	0	0	2	0	0	YES	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Gang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
