event_id	page	record	statement_id	surface	component_parse	revised_event_reading_de	cell_status	silent_owner_de	fluent_station_entry_de	bound_once
E101	f81v	B1	B1-S001	qokedy	OK+E+DY	einwirken lassen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	YES
E102	f81v	B1	B1-S002	okaiin	OK+AIIN	bis zum Sollmaß beschicken	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E103	f81v	B1	B1-S002	kair	K+AIR	einspeisen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E104	f81v	B1	B1-S002	okal	OK+AL	anlegen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E105	f81v	B1	B1-S002	sar	AR	von dort	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E106	f81v	B1	B1-S002	ol	OL	fortsetzen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E107	f81v	B1	B1-S002	kain	K+AIN	dosiert zugeben	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E108	f81v	B1	B1-S002	olkain	OL+K+AIN	dosiert zugeben	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E109	f81v	B1	B1-S002	al	AL	bezeichnete Stelle	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E110	f81v	B1	B1-S002	ol	OL	fortsetzen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E111	f81v	B1	B1-S002	rol	R+OL	abkühlen lassen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E112	f81v	B1	B1-S002	dl	L	führen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E113	f81v	B1	B1-S002	olor	OL+OR	fortsetzen · Ansatz	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E114	f81v	B1	B1-S002	ol	OL	fortsetzen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E115	f81v	B1	B1-S002	sheckhal	SH+E+CKH+AL	zurückhalten	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E116	f81v	B1	B1-S002	daiin	AIIN	vorgeschriebenes Maß	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E117	f81v	B1	B1-S002	qokeedal	OK+EE+AL	anlegen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E118	f81v	B1	B1-S002	daiin	AIIN	vorgeschriebenes Maß	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E119	f81v	B1	B1-S002	chckhy	CKH+Y	Durchlass · dieser Posten	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E120	f81v	B1	B1-S002	schedy	CHD+DY	durchleiten	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E121	f81v	B1	B1-S003	qol	OL	fortsetzen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	YES
E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	halten + zugeben + überführen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	YES
E123	f81v	B1	B1-S004	chedy	CHD+Y	umschöpfen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	YES
E124	f81v	B1	B1-S004	ol	OL	fortsetzen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	YES
E125	f81v	B1	B1-S004	shedy	SHED+DY	absetzen lassen	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	YES
E126	f81v	B1	B1-S005	qolchedy	OL+CHD+DY	in die nächste Station weitergeben	CLOSED_CELL	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	YES
E127	f81v	B1	B1-S006	qokain	OK+AIN	eine Portion einfüllen	OPEN_ENTRY	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	YES
E128	f81v	B1	B1-S006	shckhy	CKH+Y	Durchlass · dieser Posten	OPEN_ENTRY	gemeinsame zweireihige Figuren-/Beckenstation	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	YES
