event_id	statement_id	record_unit_id	page	field_id	position_class	master_card_id	portable_value_de	observed_surface	base_profile_surface	second_layer_rule	expanded_profile_surface	base_match	expanded_match	surface_registered
E001	H1-S001	H1	f10r	F001	INITIAL	MC071	Grundteil	dchey	dchey	BASE_PROFILE	dchey	YES	YES	YES
E002	H1-S001	H1	f10r	F001	MEDIAL	MC158	Vorbereitung	cthoor	cthoor	BASE_PROFILE	cthoor	YES	YES	YES
E003	H1-S001	H1	f10r	F001	MEDIAL	MC055	davon	char	char	BASE_PROFILE	char	YES	YES	YES
E004	H1-S001	H1	f10r	F001	MEDIAL	MC086	Anteil	chty	chety	BASE_PROFILE	chety	NO	NO	YES
E005	H1-S001	H1	f10r	F001	MEDIAL	MC159	Aufnahmegefäß	os	os	BASE_PROFILE	os	YES	YES	YES
E006	H1-S001	H1	f10r	F001	MEDIAL	MC014	Zuguss	chair	chair	BASE_PROFILE	chair	YES	YES	YES
E007	H1-S001	H1	f10r	F001	MEDIAL	MC069	Folgeteil	otytchol	otytchol	BASE_PROFILE	otytchol	YES	YES	YES
E008	H1-S001	H1	f10r	F001	MEDIAL	MC026	einsetzen	oky	choky	S1	qoky	NO	NO	YES
E009	H1-S001	H1	f10r	F001	MEDIAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
E010	H1-S001	H1	f10r	F001	FINAL	MC108	Kurzteil	etyd	etyd	BASE_PROFILE	etyd	YES	YES	YES
E011	H1-S002	H1	f10r	F002	INITIAL	MC103	weiterbearbeiten	qokchy	chokchy	BASE_PROFILE	chokchy	NO	NO	YES
E012	H1-S002	H1	f10r	F002	MEDIAL	MC163	Weitergang	qotchol	qotchol	BASE_PROFILE	qotchol	YES	YES	YES
E013	H1-S002	H1	f10r	F002	MEDIAL	MC153	weiter	chol	cheol	S3	ol	NO	NO	YES
E014	H1-S002	H1	f10r	F002	FINAL	MC161	bereit	cthy	checthy	BASE_PROFILE	checthy	NO	NO	YES
E015	H2-S001	H2	f10r	F003	INITIAL	MC075	Auszugsansatz	ycheor	ycheor	BASE_PROFILE	ycheor	YES	YES	YES
E016	H2-S001	H2	f10r	F003	MEDIAL	MC161	bereit	cthy	checthy	BASE_PROFILE	checthy	NO	NO	YES
E017	H2-S001	H2	f10r	F003	MEDIAL	MC080	Ansatz	chor	chor	BASE_PROFILE	chor	YES	YES	YES
E018	H2-S001	H2	f10r	F003	MEDIAL	MC169	Sollvorbereitung	cthaiin	cthaiin	BASE_PROFILE	cthaiin	YES	YES	YES
E019	H2-S001	H2	f10r	F003	MEDIAL	MC115	Folgeposten	qoctholy	qoctholy	BASE_PROFILE	qoctholy	YES	YES	YES
E020	H2-S001	H2	f10r	F003	MEDIAL	MC123	dies	dy	chey	BASE_PROFILE	chey	NO	NO	YES
E021	H2-S001	H2	f10r	F003	MEDIAL	MC123	dies	chy	chey	BASE_PROFILE	chey	NO	NO	YES
E022	H2-S001	H2	f10r	F003	MEDIAL	MC039	Sollmaß	taiin	daiin	BASE_PROFILE	daiin	NO	NO	YES
E023	H2-S001	H2	f10r	F003	FINAL	MC123	dies	shy	chey	BASE_PROFILE	chey	NO	NO	YES
E024	H2-S002	H2	f10r	F004	INITIAL	MC013	Folgeansatz	qotchor	qotchor	BASE_PROFILE	qotchor	YES	YES	YES
E025	H2-S002	H2	f10r	F004	MEDIAL	MC080	Ansatz	chor	chor	BASE_PROFILE	chor	YES	YES	YES
E026	H2-S002	H2	f10r	F004	MEDIAL	MC053	Fortgang	otol	otol	BASE_PROFILE	otol	YES	YES	YES
E027	H2-S002	H2	f10r	F004	MEDIAL	MC153	weiter	chol	cheol	S3	ol	NO	NO	YES
E028	H2-S002	H2	f10r	F004	MEDIAL	MC157	derselbe Ansatz	cholor	cholor	BASE_PROFILE	cholor	YES	YES	YES
E029	H2-S002	H2	f10r	F004	MEDIAL	MC153	weiter	chol	cheol	S3	ol	NO	NO	YES
E030	H2-S002	H2	f10r	F004	MEDIAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
E031	H2-S002	H2	f10r	F004	FINAL	MC055	davon	dar	char	S3	dar	NO	YES	YES
E032	H2-S003	H2	f10r	F005	INITIAL	MC027	Arbeitsansatz	oykchor	oykchor	BASE_PROFILE	oykchor	YES	YES	YES
E033	H2-S003	H2	f10r	F005	MEDIAL	MC080	Ansatz	shor	chor	BASE_PROFILE	chor	NO	NO	YES
E034	H2-S003	H2	f10r	F005	MEDIAL	MC080	Ansatz	chor	chor	BASE_PROFILE	chor	YES	YES	YES
E035	H2-S003	H2	f10r	F005	MEDIAL	MC123	dies	chy	chey	BASE_PROFILE	chey	NO	NO	YES
E036	H2-S003	H2	f10r	F005	MEDIAL	MC048	Arbeitsstufe	kaiiin	kaiiin	BASE_PROFILE	kaiiin	YES	YES	YES
E037	H2-S003	H2	f10r	F005	MEDIAL	MC123	dies	dy	chey	BASE_PROFILE	chey	NO	NO	YES
E038	H2-S003	H2	f10r	F005	FINAL	MC087	Zugabemaß	chodaiin	chodaiin	BASE_PROFILE	chodaiin	YES	YES	YES
E039	H3-S001	H3	f11r	F006	INITIAL	MC098	Kochgut	tshol	tshol	BASE_PROFILE	tshol	YES	YES	YES
E040	H3-S001	H3	f11r	F006	MEDIAL	MC049	Sudansatz	schoal	schoal	BASE_PROFILE	schoal	YES	YES	YES
E041	H3-S001	H3	f11r	F006	MEDIAL	MC129	Auswringen	cfhy	cfhy	BASE_PROFILE	cfhy	YES	YES	YES
E042	H3-S001	H3	f11r	F006	MEDIAL	MC111	Stehzeit	shfydaiin	shfydaiin	BASE_PROFILE	shfydaiin	YES	YES	YES
E043	H3-S001	H3	f11r	F006	MEDIAL	MC156	Nachseihen	cphy	cphy	BASE_PROFILE	cphy	YES	YES	YES
E044	H3-S001	H3	f11r	F006	MEDIAL	MC119	Klarauszug	shey	cheey	S4	shey	NO	YES	YES
E045	H3-S001	H3	f11r	F006	FINAL	MC037	Endzugabe; Schluss	tchody	tchody	BASE_PROFILE	tchody	YES	YES	YES
E046	H3-S002	H3	f11r	F007	ONLY	MC062	Zugabeteil	shoyty	shoyty	BASE_PROFILE	shoyty	YES	YES	YES
E047	H3-S003	H3	f11r	F008	INITIAL	MC142	vom vorigen	dchol	dchol	BASE_PROFILE	dchol	YES	YES	YES
E048	H3-S003	H3	f11r	F008	MEDIAL	MC123	dies	chy	chey	BASE_PROFILE	chey	NO	NO	YES
E049	H3-S003	H3	f11r	F008	MEDIAL	MC117	Bearbeiten	kchy	kchy	BASE_PROFILE	kchy	YES	YES	YES
E050	H3-S003	H3	f11r	F008	MEDIAL	MC123	dies	dy	chey	BASE_PROFILE	chey	NO	NO	YES
E051	H3-S003	H3	f11r	F008	FINAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
