page	locus	record	event_index	surface	joint_tuple_id	page_host	strict_literal_composition_German	fluent_local_creative_expansion_German	meaning_status
f10r	f10r.2	1	1	dchey	65f320e75510b2f38182	chey	OPAQUE HOST CHEY=UNBEKANNT	Nimm die faserige untere Wurzel	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	2	cthoor	dedc383b600397a301ee	cthoor	OPAQUE HOST CTHOOR=UNBEKANNT	wasche sie in fließendem Wasser	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	3	char	4d4559019a961b834aa1	ar	OPAQUE HOST AR=UNBEKANNT	Daraus, aus demselben Ansatz	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	4	chty	80ebbbbf238eee9f0aef	ty	OPAQUE HOST TY=UNBEKANNT	Gleichmäßig bearbeiten	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	5	os	df1098831679a8ad1b39	os	OPAQUE HOST OS=UNBEKANNT	zerstoße sie zu grobem Pulver	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	6	chair	12efe866f335461823a6	air	OPAQUE HOST AIR=UNBEKANNT	gib Rotwein hinzu	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	7	otytchol	62ff059766b21c7de083	otytchol	OPAQUE HOST OTYTCHOL=UNBEKANNT	trinke es bei Magenschmerz	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	8	oky	276a7c2d74d1143446f4	oky	GANZKARTE OKY=VERWENDUNGSKARTE	Die aktive Portion verwenden	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	9	daiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.2	1	10	etyd	a6939862e33ece5a0483	etyd	OPAQUE HOST ETYD=UNBEKANNT	bewahre die übrige Wurzel trocken auf	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.5	1	1	qokchy	9ad66e67803a12e745de	okchy	OPAQUE HOST OKCHY=UNBEKANNT	gebrauche die frisch bereitete Arznei	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.5	1	2	qotchol	e8a6105b5c3a6220b440	chol	OPAQUE HOST CHOL=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN	wende sie warm an	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.5	1	3	chol	dcda95c81a5460feb191	l	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN	Mit der vorigen Zubereitung weiter	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.5	1	4	cthy	e0b630cb1b5df5e7105b	cthy	GANZKARTE CTHY=BEREITSCHAFTSKARTE	Sobald die Zubereitung gebrauchsfertig ist	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	1	ycheor	7249edc4df3419c26999	ycheor	OPAQUE HOST YCHEOR=UNBEKANNT	sie wächst auf feuchtem Wiesengrund	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	cthy	GANZKARTE CTHY=BEREITSCHAFTSKARTE	Sobald die Zubereitung gebrauchsfertig ist	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	or	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM	Die bereitete Arbeitsflüssigkeit	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	cth	OPAQUE HOST CTH=UNBEKANNT + RIGHT AIIN=STANDARD-/PARAMETERPLATZ	gib den ausgepressten Saft hinzu	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	octholy	OPAQUE HOST OCTHOLY=UNBEKANNT	koche es sanft	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	6	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	7	chy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.6	2	9	shy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	1	qotchor	10488b911aae52b3b334	chor	OPAQUE HOST CHOR=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN	vor der Blüte gesammelt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	2	chor	7a4bb8136330ee4e6e56	or	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM	Die bereitete Arbeitsflüssigkeit	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	3	otol	497cbd9c7401810ff56b	ol	OPAQUE HOST OL=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN	eine Handvoll	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	4	chol	dcda95c81a5460feb191	l	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN	Mit der vorigen Zubereitung weiter	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	5	cholor	dec401773c1f0347793d	olor	GANZKARTE OLOR=VORANSATZ-PRODUKTKARTE	Aus dem vorigen Ansatz entnehmen	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	6	chol	dcda95c81a5460feb191	l	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN	Mit der vorigen Zubereitung weiter	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	7	daiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.8	2	8	dar	4d4559019a961b834aa1	ar	OPAQUE HOST AR=UNBEKANNT	Daraus, aus demselben Ansatz	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	1	oykchor	27d97af8c96eb056c2e6	oykchor	OPAQUE HOST OYKCHOR=UNBEKANNT	wenn sich die Blüte geöffnet hat	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	2	shor	7a4bb8136330ee4e6e56	or	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM	Die bereitete Arbeitsflüssigkeit	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	3	chor	7a4bb8136330ee4e6e56	or	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM	Die bereitete Arbeitsflüssigkeit	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	4	chy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	kaiiin	OPAQUE HOST KAIIIN=UNBEKANNT	bis ein bitterer Geschmack bleibt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	6	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	d	OPAQUE HOST D=UNBEKANNT + FRAME O=KONTEXT/VORANSATZ FORTSETZEN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ	bewahre diesen Anteil unter Öl	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	shol	OPAQUE HOST SHOL=UNBEKANNT	sammle die Wurzel im Frühjahr	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	cho	OPAQUE HOST CHO=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ	vom schattigen Waldort	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	cfhy	OPAQUE HOST CFHY=UNBEKANNT	bevor sich die Blütenkrone öffnet	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	fyd	OPAQUE HOST FYD=UNBEKANNT + RIGHT AIIN=STANDARD-/PARAMETERPLATZ	presse die gequetschte Wurzel durch ein Tuch	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	cphy	OPAQUE HOST CPHY=UNBEKANNT	seihe die Flüssigkeit ein zweites Mal	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	6	shey	b5df9126607030b95175	ey	GANZKARTE EY=SOLLZUSTANDSKARTE	Bis die Flüssigkeit klar abläuft	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	cho	OPAQUE HOST CHO=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die geseihte Flüssigkeit offen abkühlen	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	oyty	OPAQUE HOST OYTY=UNBEKANNT	behalte die Blütenkrone zurück	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	chol	OPAQUE HOST CHOL=UNBEKANNT	von diesem abgebildeten Simplex	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.4	1	2	chy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	kchy	OPAQUE HOST KCHY=UNBEKANNT	binde es auf die geschwollene Stelle	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.4	1	4	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	chy	OPAQUE HOST CHY=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN	bereite aus den Blättern einen warmen Umschlag	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	okchol	OPAQUE HOST OKCHOL=UNBEKANNT	lege ihn warm auf	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	cthy	GANZKARTE CTHY=BEREITSCHAFTSKARTE	Sobald die Zubereitung gebrauchsfertig ist	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f11r	f11r.7	1	4	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ	beginne den nächsten abgemessenen Posten	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	yk	OPAQUE HOST YK=UNBEKANNT + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE	koche das breite Blatt sanft	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	ykan	OPAQUE HOST YKAN=UNBEKANNT	in Weißwein	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	o	OPAQUE HOST O=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse es ziehen, bis die Flüssigkeit klar ist	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	y	OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE	rühre, bis alles gleichmäßig vermischt ist	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	ala	OPAQUE HOST ALA=UNBEKANNT + B3=BESONDEREN ZELLSCHLUSS SETZEN	wasche die wunde Stelle einmal	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	yk	OPAQUE HOST YK=UNBEKANNT + RIGHT AIIN=STANDARD-/PARAMETERPLATZ	für den zweiten Arzneigebrauch	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	o	OPAQUE HOST O=UNBEKANNT + RIGHT AR=QUELLEN-/LOKALRELATION	gib Weißwein hinzu	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	eky	OPAQUE HOST EKY=UNBEKANNT	solange es noch warm ist	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	l	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	koche sanft und beende diesen Arbeitsschritt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	ok	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AL=ZIEL-/PARALLELPLATZ	mische beide Anteile zusammen	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	oltchy	OPAQUE HOST OLTCHY=UNBEKANNT	bewahre es in einem bedeckten Gefäß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	or	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM	Die bereitete Arbeitsflüssigkeit	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	9	y	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	or	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE	gebrauche die fertige Flüssigkeit frisch	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	chor	OPAQUE HOST CHOR=UNBEKANNT + FRAME O=KONTEXT/VORANSATZ FORTSETZEN	sammle die Pflanze im Frühjahr	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	odaly	OPAQUE HOST ODALY=UNBEKANNT	die dünne untere Wurzel	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	kchol	OPAQUE HOST KCHOL=UNBEKANNT	lasse es in Weißwein ziehen	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	chor	OPAQUE HOST CHOR=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN	vor der Blüte gesammelt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	oky	GANZKARTE OKY=VERWENDUNGSKARTE	Die aktive Portion verwenden	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	al	HOST AL=ZIEL- ODER PARALLELSTATION	An die bezeichnete Zielstelle führen	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	chol	OPAQUE HOST CHOL=UNBEKANNT	von diesem abgebildeten Simplex	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	y	OPAQUE HOST Y=UNBEKANNT + FRAME O=KONTEXT/VORANSATZ FORTSETZEN	die auf feuchter schattiger Heide wächst	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	oky	GANZKARTE OKY=VERWENDUNGSKARTE	Die aktive Portion verwenden	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	eckho	OPAQUE HOST ECKHO=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse das Pflaster unbedeckt trocknen	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
