model_id	source_slot	concrete_value_de
M1_MEDICAL_MATERIA_RECIPE	WATER	Wasser
M1_MEDICAL_MATERIA_RECIPE	EXTRACTION_MEDIUM	Wein
M1_MEDICAL_MATERIA_RECIPE	OIL_BINDER	Öl
M1_MEDICAL_MATERIA_RECIPE	HONEY_BINDER	Honig
M1_MEDICAL_MATERIA_RECIPE	RESIDUE	Satz
M1_MEDICAL_MATERIA_RECIPE	DRINK_OR_PRODUCT	Trank
M1_MEDICAL_MATERIA_RECIPE	OUTER_APPLICATION	Auflage
M2_DYE_PAINT_RECIPE	WATER	Wasser
M2_DYE_PAINT_RECIPE	EXTRACTION_MEDIUM	Beize
M2_DYE_PAINT_RECIPE	OIL_BINDER	Öl
M2_DYE_PAINT_RECIPE	HONEY_BINDER	Gummi
M2_DYE_PAINT_RECIPE	RESIDUE	Trester
M2_DYE_PAINT_RECIPE	DRINK_OR_PRODUCT	Farbe
M2_DYE_PAINT_RECIPE	OUTER_APPLICATION	Anstrich
M3_COSMETIC_HOUSEHOLD_RECIPE	WATER	Wasser
M3_COSMETIC_HOUSEHOLD_RECIPE	EXTRACTION_MEDIUM	Essig
M3_COSMETIC_HOUSEHOLD_RECIPE	OIL_BINDER	Öl
M3_COSMETIC_HOUSEHOLD_RECIPE	HONEY_BINDER	Wachs
M3_COSMETIC_HOUSEHOLD_RECIPE	RESIDUE	Satz
M3_COSMETIC_HOUSEHOLD_RECIPE	DRINK_OR_PRODUCT	Waschmittel
M3_COSMETIC_HOUSEHOLD_RECIPE	OUTER_APPLICATION	Einreibung
