event_id	record	page	statement_id	surface	joint_tuple_id	family	selected_small_value_de	status	local_context_de
E009	H1	f10r	H1-S001	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E014	H1	f10r	H1-S002	cthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E016	H2	f10r	H2-S001	cthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E022	H2	f10r	H2-S001	taiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E030	H2	f10r	H2-S002	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E051	H3	f11r	H3-S003	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E054	H3	f11r	H3-S004	cthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E057	H4	f55v	H4-S001	chaiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E061	H4	f55v	H4-S002	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E068	H4	f55v	H4-S004	aiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E077	H5	f56r	H5-S001	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E100	H5	f56r	H5-S006	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E116	B1	f81v	B1-S002	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E118	B1	f81v	B1-S002	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E207	B2	f82r	B2-S012	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E217	B2	f82r	B2-S016	aiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E233	B3	f83r	B3-S003	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E271	B3	f83r	B3-S021	shcthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E274	B3	f83r	B3-S021	saiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E275	B3	f83r	B3-S021	shedal	abb23e5e6936b4147f76	SHED+AL	Absetzstelle	COMPOSITIONAL_HOLDING_SITE	Absetzstelle
E276	B3	f83r	B3-S021	shecthy	cb57b696b815fdef9cb7	SHECTHY	temperiert	LEARNED_STATE_CARD	Temperiert
E279	B3	f83r	B3-S021	shcthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E289	B3	f83r	B3-S026	checthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E299	B3	f83r	B3-S030	saiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E310	B3	f83r	B3-S034	checthy	e0b630cb1b5df5e7105b	CTH+Y	bereit	PORTABLE_READY_CARD	Bereit
E332	B4	f83r	B4-S008	saiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E338	B4	f83r	B4-S011	saiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E364	B5	f83r	B5-S003	shedal	abb23e5e6936b4147f76	SHED+AL	Absetzstelle	COMPOSITIONAL_HOLDING_SITE	Absetzstelle
E369	B5	f83r	B5-S003	aiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
E377	B6	f83r	B6-S001	daiin	2f1c5e56e8f0ff459065	AIIN	Sollmaß	PORTABLE_MEASURE_CARD	Sollmaß
