signature_id	signature_level	signature	occurrences	page_count	pages	register_count	registers	focus_cores	attachment_classes	chosen_actions	example_attachment_ids	page_private	register_private
EXACT_TYPED_HEAD-001	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::CH::NONE::SINGLE::ONE_CARD_FORWARD	5	5	f75r|f76r|f77r|f82r|f89r	2	BIOLOGICAL|PHARMA	AIIN	BOUNDED_NEXT_CARD_ACTION	CH	G399-A01612|G399-A02274|G399-A02373|G399-A03121|G399-A04267	NO	NO
EXACT_TYPED_HEAD-002	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::CH::NONE::SINGLE::Q_OT_PACKAGE_FORWARD	2	2	f76r|f82r	1	BIOLOGICAL	AIIN	BOUNDED_NEXT_CARD_ACTION	CH	G399-A01704|G399-A03217	NO	YES
EXACT_TYPED_HEAD-003	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::CHD::NONE::SINGLE::ONE_CARD_FORWARD	3	3	f55v|f76r|f83r	2	BIOLOGICAL|HERBAL	AIIN	BOUNDED_NEXT_CARD_ACTION	CHD	G399-A00381|G399-A01875|G399-A03445	NO	NO
EXACT_TYPED_HEAD-004	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::CHD::NONE::SINGLE::Q_OT_PACKAGE_FORWARD	1	1	f77r	1	BIOLOGICAL	AIIN	BOUNDED_NEXT_CARD_ACTION	CHD	G399-A02355	YES	YES
EXACT_TYPED_HEAD-005	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::K::NONE::SINGLE::ONE_CARD_FORWARD	1	1	f67r2	1	CELESTIAL	AIIN	BOUNDED_NEXT_CARD_ACTION	K	G399-A00650	YES	YES
EXACT_TYPED_HEAD-006	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::OK::NONE::SINGLE::ONE_CARD_FORWARD	3	3	f18r|f55v|f72r	2	CELESTIAL|HERBAL	AIIN	BOUNDED_NEXT_CARD_ACTION	OK	G399-A00313|G399-A00445|G399-A00951	NO	NO
EXACT_TYPED_HEAD-007	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::OK::NONE::SINGLE::Q_OT_PACKAGE_FORWARD	1	1	f55v	1	HERBAL	AIIN	BOUNDED_NEXT_CARD_ACTION	OK	G399-A00353	YES	YES
EXACT_TYPED_HEAD-008	EXACT_TYPED_HEAD	AIIN::BOUNDED_NEXT_CARD_ACTION::SH::NONE::SINGLE::ONE_CARD_FORWARD	4	2	f77r|f88v	2	BIOLOGICAL|PHARMA	AIIN	BOUNDED_NEXT_CARD_ACTION	SH	G399-A02562|G399-A02581|G399-A03887|G399-A03975	NO	NO
EXACT_TYPED_HEAD-009	EXACT_TYPED_HEAD	AIIN::INHERITED_ACTION::CH::NONE::SINGLE::INHERITED_ACTION_STACK	13	9	f10r|f13r|f56r|f71v|f72r|f76r|f83r|f88r|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN	INHERITED_ACTION	CH	G399-A00059|G399-A00178|G399-A00502|G399-A00549|G399-A00783	NO	NO
EXACT_TYPED_HEAD-010	EXACT_TYPED_HEAD	AIIN::INHERITED_ACTION::CHD::NONE::SINGLE::INHERITED_ACTION_STACK	3	2	f83r|f89r	2	BIOLOGICAL|PHARMA	AIIN	INHERITED_ACTION	CHD	G399-A03324|G399-A03517|G399-A04117	NO	NO
