record	locus	at	word	mode	render	read_status	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	PRE	[tchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	PRE	[lpchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:3	opedy	PRE	[opedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:4	chepol	PRE	[chepol — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	PRE	[pchedar — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:6	shedy	PRE	Flüssigkeit A	HYPOTHESIS	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	PRE	[qopchedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:1	sol	PRE	[sol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:2	cheey	PRE	[cheey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	PRE	Gefäß B	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:4	shol	PRE	[shol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:5	lchs	PRE	[lchs — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:6	shey	PRE	[shey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	PRE	bis eingefüllt: vorher prüfen shedy / B@f83r.2:3; MISSING_WRITTEN_CONDITION Körper=0	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:8	rches	PRE	[rches — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:9	ar	PRE	[ar — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:10	chedy	PRE	erwärme shedy / B@f83r.2:3; BOUND	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:11	dor	PRE	[dor — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	PRE	[olkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:2	qotal	PRE	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	PRE	[chkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:4	chey	PRE	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:5	daiin	PRE	[daiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:6	chey	PRE	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	PRE	Zusatzstoff C	HYPOTHESIS	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	PRE	Gefäß B	HYPOTHESIS	recorded
F83_P1	f83r.3	f83r.3:9	qotal	PRE	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:10	dar	PRE	[dar — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:1	qokshedy	PRE	[qokshedy — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:2	chedy	PRE	erwärme lchedy / B@f83r.3:8; BOUND	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:3	qokedy	PRE	ist eingefüllt lchedy / B@f83r.3:8; ASSERT_FILLED	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:4	chkedy	PRE	[chkedy — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:5	daiin	PRE	[daiin — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:6	shetar	PRE	[shetar — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:7	shedy	PRE	Flüssigkeit A	HYPOTHESIS	recorded
F83_P1	f83r.4	f83r.4:8	qekaiin	PRE	[qekaiin — offen]	OPEN	recorded
F83_P1	f83r.4	f83r.4:9	chedy	PRE	erwärme shedy / B@f83r.3:8; BOUND	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:1	deey	PRE	[deey — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:2	qotaiin	PRE	[qotaiin — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:3	checkhy	PRE	[checkhy — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:4	qoty	PRE	[qoty — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:5	cheg	PRE	[cheg — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:6	shedy	PRE	Flüssigkeit A	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:7	qokeey	PRE	laufendes Einfüllen shedy / B@f83r.3:8; RUNNING_WITHOUT_COMPLETION	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:8	rchedy	PRE	[rchedy — offen]	OPEN	recorded
F83_P1	f83r.5	f83r.5:9	qoteedy	PRE	bis eingefüllt: vorher prüfen shedy / B@f83r.3:8; MISSING_WRITTEN_CONDITION Körper=0	HYPOTHESIS	recorded
F83_P1	f83r.5	f83r.5:10	lo	PRE	[lo — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:1	schedy	PRE	[schedy — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:2	chedchy	PRE	[chedchy — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:3	qokal	PRE	[qokal — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:4	olchedy	PRE	[olchedy — offen]	OPEN	recorded
F83_P1	f83r.6	f83r.6:5	qokaiin	PRE	Gefäß B	HYPOTHESIS	recorded
F83_P1	f83r.6	f83r.6:6	chedy	PRE	erwärme shedy / B@f83r.6:5; BOUND	HYPOTHESIS	recorded
F83_P1	f83r.6	f83r.6:7	qokeedy	PRE	fülle ein shedy / B@f83r.6:5; EXECUTE_FILL	HYPOTHESIS	recorded
F83_P1	f83r.6	f83r.6:8	lchedy	PRE	Zusatzstoff C	HYPOTHESIS	recorded
F83_P1	f83r.6	f83r.6:9	qoky	PRE	[qoky — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:1	solshed	PRE	[solshed — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:2	lsheedy	PRE	[lsheedy — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:3	qeeedy	PRE	[qeeedy — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:4	qoky	PRE	[qoky — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:5	o	PRE	[o — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:6	qol	PRE	[qol — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:7	rsheedy	PRE	[rsheedy — offen]	OPEN	recorded
F83_P1	f83r.7	f83r.7:8	qokedy	PRE	ist eingefüllt lchedy / B@f83r.6:5; ASSERT_FILLED	HYPOTHESIS	recorded
F83_P1	f83r.7	f83r.7:9	qoteedy	PRE	bis eingefüllt: vorher prüfen lchedy / B@f83r.6:5; SKIP_SATISFIED Körper=0	HYPOTHESIS	recorded
F83_P1	f83r.7	f83r.7:10	qoteedy	PRE	bis eingefüllt: vorher prüfen lchedy / B@f83r.6:5; SKIP_SATISFIED Körper=0	HYPOTHESIS	recorded
F83_P1	f83r.8	f83r.8:1	pchedal	PRE	[pchedal — offen]	OPEN	recorded
F83_P1	f83r.8	f83r.8:2	otedy	PRE	[otedy — offen]	OPEN	recorded
