record	locus	at	word	mode	render	read_status	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	POST	[tchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	POST	[lpchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:3	opedy	POST	[opedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:4	chepol	POST	[chepol — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	POST	[pchedar — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:6	shedy	POST	Flüssigkeit A	HYPOTHESIS	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	POST	[qopchedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:1	sol	POST	[sol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:2	cheey	POST	[cheey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	POST	Gefäß B	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:4	shol	POST	[shol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:5	lchs	POST	[lchs — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:6	shey	POST	[shey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	POST	einfüllen, dann Ziel prüfen shedy / B@f83r.2:3; MISSING_WRITTEN_CONDITION Körper=0	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:8	rches	POST	[rches — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:9	ar	POST	[ar — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:10	chedy	POST	erwärme shedy / B@f83r.2:3; BOUND	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:11	dor	POST	[dor — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	POST	[olkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:2	qotal	POST	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	POST	[chkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:4	chey	POST	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:5	daiin	POST	[daiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:6	chey	POST	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	POST	Zusatzstoff C	HYPOTHESIS	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	POST	Gefäß B	HYPOTHESIS	recorded
F83_P1	f83r.3	f83r.3:9	qotal	POST	[qotal — offen]	OPEN	recorded
