record	locus	at	word	mode	render	read_status	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	N	[tchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	N	[lpchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:3	opedy	N	[opedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:4	chepol	N	[chepol — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	N	[pchedar — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:6	shedy	N	Flüssigkeit A	HYPOTHESIS	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	N	[qopchedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:1	sol	N	[sol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:2	cheey	N	[cheey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	N	Gefäß B	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:4	shol	N	[shol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:5	lchs	N	[lchs — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:6	shey	N	[shey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	N	einmal einfüllen shedy / B@f83r.2:3; EXECUTE_BODY Körper=1	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:8	rches	N	[rches — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:9	ar	N	[ar — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:10	chedy	N	erwärme shedy / B@f83r.2:3; BOUND	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:11	dor	N	[dor — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	N	[olkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:2	qotal	N	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	N	[chkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:4	chey	N	[chey — offen]	OPEN	recorded
