order_id	order_mark_id	stage	page	unit	source_id	identity	original_surface	fifth_hand_surface	surface_action	card_class	component_recipe	concrete_default_de	owner_or_handle_de	meaning_changed	identity_changed
WH01	WH01-M001	MAKE_A.G2	f10r	H1-S001	E001	PROC001	dchey	dchey	COPY_UNCHANGED	LOCAL_MODEL	CH+E+Y	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	Bildprodukt A.G2	NO	NO
WH01	WH01-M002	MAKE_A.G2	f10r	H1-S001	E002	PROC002	cthoor	cthoor	COPY_UNCHANGED	LOCAL_MODEL	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	Bildprodukt A.G2	NO	NO
WH01	WH01-M003	MAKE_A.G2	f10r	H1-S001	E003	PROC003	char	char	COPY_UNCHANGED	PORTABLE_CORE	AR	QUELLE	Bildprodukt A.G2	NO	NO
WH01	WH01-M004	MAKE_A.G2	f10r	H1-S001	E004	PROC004	chty	chety	NORMALIZE_TO_HOUSE	PORTABLE_CORE	T+Y	BEARBEITEN · POSTEN	Bildprodukt A.G2	NO	NO
WH01	WH01-M005	MAKE_A.G2	f10r	H1-S001	E005	PROC005	os	os	COPY_UNCHANGED	LOCAL_MODEL	OS	DAZU	Bildprodukt A.G2	NO	NO
WH01	WH01-M006	MAKE_A.G2	f10r	H1-S001	E006	PROC006	chair	chair	COPY_UNCHANGED	LOCAL_MODEL	CH+AIR	ENTNEHMEN · WASSER	Bildprodukt A.G2	NO	NO
WH01	WH01-M007	MAKE_A.G2	f10r	H1-S001	E007	PROC007	otytchol	otytchol	COPY_UNCHANGED	LOCAL_MODEL	OT+Y+T+CH+OL	DANACH · POSTEN · BEARBEITEN · ENTNEHMEN · WEITER	Bildprodukt A.G2	NO	NO
WH01	WH01-M008	MAKE_A.G2	f10r	H1-S001	E008	PROC008	oky	qoky	NORMALIZE_TO_HOUSE	PORTABLE_CORE	OK+Y	ANSETZEN · POSTEN	Bildprodukt A.G2	NO	NO
WH01	WH01-M009	MAKE_A.G2	f10r	H1-S001	E009	PROC009	daiin	daiin	COPY_UNCHANGED	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	Bildprodukt A.G2	NO	NO
WH01	WH01-M010	MAKE_A.G2	f10r	H1-S001	E010	PROC010	etyd	etyd	COPY_UNCHANGED	LOCAL_MODEL	E+T+Y	EIN KURZER ARBEITSGANG · BEARBEITEN · POSTEN	Bildprodukt A.G2	NO	NO
