source_reading_id	surface	decision	expected_position_id	expected_page	expected_locus	expected_token_ordinal	expected_left_surface	expected_right_surface	expected_action_license	expected_old_core_de	v97_lexical_core_de	v97_context_realization_de	local_only_words_or_heads	portable_role	decomposition	lineage_class	repair_mode	evidence_class	evidence_de	counterevidence_de	open_semantic_slots	local_context_hypothesis
airoy#1	airoy	REVISE	P150	f114r	f114r.26	9	cheody	olam	NOT_ACTION_LICENSED	Grundansatz aus Drogenanteil II	Grundansatz aus Anteil II	Grundansatz aus Anteil II der vorstehenden getrockneten Masse	Masse|getrocknet	SHARE_II_PLUS_BASE_PREPARATION	AIR+OY	GDT694_EXACT_COMPOSED_SHARE	UNSUPPORTED_DRUG_PATIENT_MOVED_TO_CONTEXT	EXACT_INDEXED_SHARE_WITH_LOCAL_REFERENT	GDT694 bindet AIR als Anteil II und OY als Grundansatz; die exakte Position folgt unmittelbar auf die getrocknete Masse.	Die Stoffidentitaet des Anteils und die genaue Funktion von OY bleiben unbestaetigt; Grundform bleibt Rivale.	SHARE_MATERIAL_IDENTITY|OY_RESULT_TYPE|HISTORICAL_SHARE_UNIT	PRECEDING_CHEODY_AS_LOCAL_MATERIAL
araram#1	araram	REVISE	P414	f86v6	f86v6.25	10	qokaiin	<EOS>	NOT_ACTION_LICENSED	Drogenanteil I; davon ein Maß	Anteil I; davon ein Maß	Anteil I der vorstehenden heißen, fertig getrockneten Blütenmasse; davon ein Maß	Blütenmasse|heißen|fertig|getrocknet	SHARE_I_PLUS_APPOSITIONAL_MEASURE	AR|ARAM	GDT694_BOUNDARY_APPOSITION	UNSUPPORTED_DRUG_PATIENT_MOVED_TO_CONTEXT	BOUNDARY_APPOSITIONAL_INDEXED_SHARE	RF1b schreibt AR und ARAM getrennt; GDT694 waehlt die appositionale Lesung und die Fundstelle folgt auf fertige Blütenmasse und Hitzegrad III.	Die rekursive Unteranteilslesung bleibt offen; die lokalen Blüten- und Hitzeangaben sind keine Bestandteile des portablen Kerns.	ARAM_INTERNAL_BRACKET|SHARE_MATERIAL_IDENTITY|HISTORICAL_SHARE_UNIT	PRECEDING_OFCHEDY_QOKAIIN_AS_LOCAL_REFERENT
arl#1	arl	REVISE	P112	f113v	f113v.12	3	otsheody	olchey	NOT_ACTION_LICENSED	Anteil I der Holzdroge	Holzanteil I	Anteil I der Holzdroge	Droge	WOOD_SHARE_I	[ARL]	GDT694_LEARNED_WHOLE_SHARE	GENERIC_DRUG_HEAD_LOCAL_ONLY	EXACT_WHOLE_WITH_WOOD_IDENTITY	GDT694 haelt ARL unsegmentiert; GDT690 und das aktive IDENTITY_WOOD-Signal tragen den Holzanteil an dieser exakten Karte.	L kann lokal Holz oder Gewicht tragen; Pfund und ein freies AR+L bleiben Rivalen und werden nicht exportiert.	WOOD_PRODUCT_TYPE|ARL_INTERNAL_BOUNDARY|HISTORICAL_SHARE_UNIT	EXACT_ARL_WOOD_CARD
chear#1	chear	REVISE	P444	f86v6	f86v6.5	6	daiin	or	NOT_ACTION_LICENSED	trockener Drogenanteil I	trockener Anteil I	trockener Drogenanteil I	Droge	DRY_SHARE_I	[CHEAR]	GDT694_LEARNED_WHOLE_SHARE	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	BOUND_DRY_SHARE_WHOLE	GDT639 bindet CH+E nur als trockene Schale innerhalb CHEAR; GDT694 traegt Anteil I als exakten Ganzwortwert.	Keine Stoffidentitaet ist aktiv; Sortierklasse bleibt Rivale und weder E-Stufe noch freie CH/E-Zerlegung wird exportiert.	SHARE_MATERIAL_IDENTITY|CHEAR_INTERNAL_BOUNDARY|CLASS_RIVAL|HISTORICAL_SHARE_UNIT	EXACT_CHEAR_LOCAL_DRUG_REFERENT
chotar#1	chotar	REVISE	P124	f113v	f113v.3	3	aiin	okeeodar	NOT_ACTION_LICENSED	Anteil I des abgekühlten Trockenansatzes	abgekühlter trockener Anteil I	Anteil I des abgekühlten Trockenansatzes	Ansatz	COLD_DRY_SHARE_I	CHOT+AR	GDT694_COMPOSED_AROUND_LEARNED_BODY	PREPARATION_HEAD_LOCAL_ONLY	BOUND_COLD_DRY_INDEXED_SHARE	GDT678 trennt CHOT als kalten Trockenrahmen von CHOTAR als dessen ausgewaehltem Anteil I; die aktiven Signale sind kalt, trocken und Menge.	Ansatz und Trockenextrakt konkurrieren als Produktkopf; CHOT oder AR werden nicht als freie Woerter exportiert.	PREPARATION_PRODUCT_TYPE|COLD_STATE_OR_PROCESS|HISTORICAL_SHARE_UNIT	EXACT_CHOTAR_PREPARATION_REFERENT
daiiiry#1	daiiiry	REVISE	P467	f8r	f8r.15	9	dol	ckhy	NOT_ACTION_LICENSED	abgemessener Drogenanteil IV, leicht getrocknet	abgemessener Anteil IV; leicht getrocknet	abgemessener Anteil IV; leicht getrocknet	NONE	MEASURED_SHARE_IV_WITH_LIGHT_DRY_STATE	D+AIIIR+Y~D+AIIIR+CHY	GDT694_ALTERNATE_READER_SHARE	UNSUPPORTED_DRUG_PATIENT_REMOVED	ALTERNATE_READER_INDEXED_SHARE	GDT679 und GDT694 erhalten Abmessung, Index IV und die bevorzugte leichte Trocknung der exakten Ganzform.	Der alternative Leser kann Y nur als Abschluss tragen; leicht getrocknet ist Arbeitshypothese und keine freie Suffixregel.	SHARE_MATERIAL_IDENTITY|Y_VS_CHY_BOUNDARY|DRY_VS_FINISHED_STATE|HISTORICAL_SHARE_UNIT	NO_LOCAL_PATIENT_ASSERTED
dairody#1	dairody	REVISE	P044	f105v	f105v.1	7	opchedaiin	ypcheddy	NOT_ACTION_LICENSED	abgemessener Ansatzanteil II, fertiggestellt	abgemessener Anteil II; fertig	abgemessener Anteil II des vorstehenden bis zur Mittelstufe getrockneten Pulvers; fertig	Pulver|bis zur Mittelstufe getrocknet	MEASURED_FINISHED_SHARE_II	DAIR+O+DY	GDT694_COMPOSED_SHARE_RESULT	PREPARATION_HEAD_MOVED_TO_CONTEXT	EXACT_MEASURED_FINISHED_SHARE	GDT694 erhaelt D, Anteil II und DY-Ergebnis; der exakte linke Nachbar bezeichnet drei Portionen bis zur Mittelstufe getrockneten Pulvers.	Ansatz oder Pulverzubereitung bleibt als Binnenrahmen offen; der lokale Renderer folgt dem benannten Pulverreferenten und der nominale Block lizenziert weder abmessen noch fertigstellen als Handlung.	PREPARATION_PRODUCT_TYPE|DY_RESULT_SCOPE|HISTORICAL_SHARE_UNIT	LEFT_OPCHEDAIIN_AS_EXACT_DRY_POWDER_REFERENT
fdar#1	fdar	REVISE	P163	f115r	f115r.1	1	<BOS>	qopchol	GDT689_V62_ACTION_ORDINAL	Blütenanteil I abmessen	Blütenanteil I	Blütenanteil I abmessen	abmessen	FLOWER_SHARE_I	F+D+AR	GDT694_COMPOSED_LOCAL_HEAD_ACTION	ACTION_MOVED_TO_LICENSED_CONTEXT	EXACT_FLOWER_SHARE_LOCAL_MEASURE_ACTION	IDENTITY_FLOWER_FRUIT und ACT_MEASURE sind an P163 aktiv; GDT681/GDT694 binden Blütenkopf, Anteil I und die dortige Messhandlung.	Blüte versus Frucht und Blütenanteil versus Blütenauszug bleiben offen; das Verb wird nicht aus der Ganzform exportiert.	FLOWER_OR_FRUIT|SHARE_PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	P163_ONLY_MEASURE_ACTION
karchees#1	karchees	REVISE	P436	f86v6	f86v6.4	11	l	olkar	NOT_ACTION_LICENSED	vollständig getrocknete Kräutercharge des heißen Drogenanteils I	vollständig getrocknete Charge aus heißem Anteil I	vollständig getrocknete Charge aus heißem Anteil I	NONE	FULLY_DRY_CHARGE_FROM_HOT_SHARE_I	K+AR+CHEES	GDT694_BOUND_SPAN_SHARE_CHARGE	UNSUPPORTED_HERB_AND_DRUG_HEADS_REMOVED	BOUND_CHARGE_FROM_INDEXED_SHARE	GDT678/GDT694 binden heißen Anteil I und vollständig getrocknete Charge; B003 liefert Holz nur durch das sichtbare vorangehende l.	Kräuter- und Drogenidentitaet fehlen an P436; Auszug bleibt Rivale und I kann Quelle oder Charge indexieren.	CHARGE_MATERIAL_IDENTITY|SHARE_VS_CHARGE_INDEX|PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	B003_L_KARCHEES_RENDER_ONCE
lkar#1	lkar	REVISE	P033	f105r	f105r.31	9	lkedy	chedy	NOT_ACTION_LICENSED	Anteil I der erhitzten Holzdroge	erhitzter Holzanteil I	Anteil I des vorstehenden bis zur Mittelstufe erhitzten Holzes	Mittelstufe	HEATED_WOOD_SHARE_I	L+K+AR	GDT694_EXACT_WOOD_SHARE	GENERIC_DRUG_HEAD_REMOVED	EXACT_HEATED_WOOD_SHARE	GDT648/GDT690 und das aktive IDENTITY_WOOD-Signal tragen Holz, Hitze und Anteil I; unmittelbar links steht das bis zur Mittelstufe erhitzte Holz.	Heißes Drogenholz und ein Produkt aus Holz bleiben Rivalen; keine freie L/K/AR-Zerlegung wird exportiert.	WOOD_PRODUCT_TYPE|HEAT_DEGREE|HISTORICAL_SHARE_UNIT	PRECEDING_LKEDY_AS_LOCAL_REFERENT
