page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v37_token_glosses_de	v38_token_glosses_de	v38_working_translation_de	v37_unknown_tokens	v38_unknown_tokens	v38_complete
f100r	f100r.12	P	1	9	cho	CHO_BODY	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	[pcheol:?] | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht am Ende des Grades | [cho:?] | Samen-/Saatgutposten	[pcheol:?] | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht am Ende des Grades | Trockenansatz | Samen-/Saatgutposten	[pcheol:?]; [sheod:?]; [qocpheeckhy:?]; [shodol:?]; [da:?]; [oto:?]; [choos:?]; feucht am Ende des Grades; Trockenansatz; Samen-/Saatgutposten.	8	7	0
f100r	f100r.27	P	1	3	cho	CHO_BODY	chol cheol cho chckheody otolchey	trocken; nominal trockenes Gut/Material | trockener Drogenstoff | [cho:?] | [chckheody:?] | [otolchey:?]	trocken; nominal trockenes Gut/Material | trockener Drogenstoff | Trockenansatz | [chckheody:?] | [otolchey:?]	trocken; nominal trockenes Gut/Material; trockener Drogenstoff; Trockenansatz; [chckheody:?]; [otolchey:?]	3	2	0
f100v	f100v.15	P	1	10	chotol	EXACT_WHOLE	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | [qokeol:?] | [chotol:?] | Samen-/Saatgutposten	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | [qokeol:?] | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion; trocken am Ende des Grades; abgemessene Fraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trockener Drogenstoff; [qoolkeey:?]; trocken; nominal trockenes Gut/Material; trocken am Ende des Grades; [qokeol:?]; Trockenansatz aus kaltem Material; Samen-/Saatgutposten.	3	2	0
f100v	f100v.16	P	1	8	ches	EXACT_WHOLE	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | [sheeo:?] | [okeol:?] | [ches:?] | [okeor:?] | [okeol:?] | Qualitäts-/Wertfeld geschlossen	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | [sheeo:?] | [okeol:?] | trockenes Drogenmaterial, Mittelstufe | [okeor:?] | [okeol:?] | Qualitäts-/Wertfeld geschlossen	[ykeeol:?]; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades; [eeoseeo:?]; Samen-/Saatgutposten; [sheeo:?]; [okeol:?]; trockenes Drogenmaterial, Mittelstufe; [okeor:?]; [okeol:?].	7	6	0
f100v	f100v.19	P	1	1	sain	EXACT_WHOLE	sain cheokeos chockhy chocthey keody choor chckhey du	[sain:?] | [cheokeos:?] | Arzneikompositum im Trockenansatz am Gradanfang | [chocthey:?] | [keody:?] | [choor:?] | Arzneikompositum: trocken, Gradmitte | [du:?]	Saatgut, Typ/Charge II | [cheokeos:?] | Arzneikompositum im Trockenansatz am Gradanfang | [chocthey:?] | [keody:?] | [choor:?] | Arzneikompositum: trocken, Gradmitte | [du:?]	Saatgut, Typ/Charge II; [cheokeos:?]; Arzneikompositum im Trockenansatz am Gradanfang; [chocthey:?]; [keody:?]; [choor:?]; Arzneikompositum: trocken, Gradmitte; [du:?]	6	5	0
f102v1	f102v1.20	P	2	6|9	sheody|dam	EXACT_WHOLE|DAM_TERMINAL	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	Samen/Saatgutzubereitung, Form III | feucht in der Mitte des Grades | heiß am Ende des Grades | [qoeeol:?] | [qokeody:?] | [sheody:?] | [qoeteey:?] | heißer Ansatz am Ende des Grades | [dam:?]	Samen/Saatgutzubereitung, Form III | feucht in der Mitte des Grades | heiß am Ende des Grades | [qoeeol:?] | [qokeody:?] | angefeuchteter Ansatz, abgeschlossen | [qoeteey:?] | heißer Ansatz am Ende des Grades | Dosis I	Samen/Saatgutzubereitung, Form III; feucht in der Mitte des Grades; heiß am Ende des Grades; [qoeeol:?]; [qokeody:?]; angefeuchteter Ansatz, abgeschlossen; [qoeteey:?]; heißer Ansatz am Ende des Grades; Dosis I.	5	3	0
f102v1	f102v1.23	P	1	4	sheody	EXACT_WHOLE	ksheody sho qokey sheody qockhey olcheor odain okchody	[ksheody:?] | feuchter Ansatz | heiß in der Mitte des Grades | [sheody:?] | [qockhey:?] | [olcheor:?] | [odain:?] | [okchody:?]	[ksheody:?] | feuchter Ansatz | heiß in der Mitte des Grades | angefeuchteter Ansatz, abgeschlossen | [qockhey:?] | [olcheor:?] | [odain:?] | [okchody:?]	[ksheody:?]; feuchter Ansatz; heiß in der Mitte des Grades; angefeuchteter Ansatz, abgeschlossen; [qockhey:?]; [olcheor:?]; [odain:?]; [okchody:?]	6	5	0
f102v2	f102v2.19	P	1	9	r	R_BODY	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	[deeeo:?] | [qoeeor:?] | [o:?] | [eoy:?] | [cheos:?] | [o:?] | [l:?] | [o:?] | [r:?] | [o:?] | [l:?] | [okeeos:?] | Menge-/Klassenwert II	[deeeo:?] | [qoeeor:?] | [o:?] | [eoy:?] | [cheos:?] | [o:?] | [l:?] | [o:?] | Wurzel | [o:?] | [l:?] | [okeeos:?] | Menge-/Klassenwert II	[deeeo:?]; [qoeeor:?]; [o:?]; [eoy:?]; [cheos:?]; [o:?]; [l:?]; [o:?]; Wurzel; [o:?]; [l:?]; [okeeos:?]; Menge-/Klassenwert II	12	11	0
f102v2	f102v2.20	P	1	2	cho	CHO_BODY	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	[qokeor:?] | [cho:?] | [keeol:?] | [okeeey:?] | [qokeody:?] | Arzneikompositum im Trockenansatz in der Gradmitte | heiß am Ende des Grades | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | [tody:?] | [cheoc:?]	[qokeor:?] | Trockenansatz | [keeol:?] | [okeeey:?] | [qokeody:?] | Arzneikompositum im Trockenansatz in der Gradmitte | heiß am Ende des Grades | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | [tody:?] | [cheoc:?]	[qokeor:?]; Trockenansatz; [keeol:?]; [okeeey:?]; [qokeody:?]; Arzneikompositum im Trockenansatz in der Gradmitte; heiß am Ende des Grades; Materialmaß; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sheeoy:?]; [tody:?]; [cheoc:?]	8	7	0
f102v2	f102v2.22	P	2	12|15	r|cho	R_BODY|CHO_TERMINAL	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | Samen-/Saatgutposten | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | Samen-/Saatgutposten | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | Wurzel | [okeody:?] | [okeor:?] | Trockenansatz	Grad-/Maßwert II; Drogenportion; Menge III; trockener Drogenstoff; Samen-/Saatgutposten; [oiir:?]; trocken; nominal trockenes Gut/Material; feucht am Ende des Grades; [qockhy:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [keo:?]; Wurzel; [okeody:?]; [okeor:?]; Trockenansatz	7	5	0
