base_unknown_tokens	rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
2	1	7099200	0	f103v	f103v.4	S	B	3	8	7	0	1	3	1	0.875000	5	5	1	0	y cheey qokeey okeey lkees ol qoteedy ykeedy	Eintrag: | trocken am Ende des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | [lkees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Ende des Grades, abgeschlossen | Eintrag/Bezug: heiß am Gradende, abgeschlossen	GDT659:Y_BOS_ENTRY | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:ykeedy	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	5	lkees	5	lkees	okeey	ol	[lkees:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	Eintrag: trocken am Ende des Grades; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; [lkees:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt am Ende des Grades, abgeschlossen; hierzu: heiß am Gradende, abgeschlossen
2	2	3109600	1	f104r	f104r.26	S	B	3	4	3	0	0	0	1	0.750000	4	4	1	1	shar sheey kar sheody	[shar:?] | feucht am Ende des Grades | heiße Drogenfraktion I | angefeuchteter Ansatz, abgeschlossen	OPEN | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT661:EXACT_WHOLE:sheody	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	shar	1	shar	<BOS>	sheey	[shar:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	[shar:?]; feucht am Ende des Grades; heiße Drogenfraktion I; angefeuchteter Ansatz, abgeschlossen
2	3	1109800	1	f106r	f106r.26	S	B	3	2	1	0	0	0	1	0.500000	2	2	1	1	ycheeo lkeey	[ycheeo:?] | Drogenholz, heiß am Gradende	OPEN | GDT661:EXACT_WHOLE:lkeey	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	1	ycheeo	1	ycheeo	<BOS>	lkeey	[ycheeo:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	[ycheeo:?]; Drogenholz, heiß am Gradende
2	4	8109100	1	f10v	f10v.1	H	A	1	9	8	2	0	0	1	0.888889	9	9	1	1	paiin daiin sheo pcheey qoty daiin cthor otydy sain	Pulver, Typ/Charge III | Grad-/Maßwert III | Feuchtzubereitung | Pulver, trocken gebunden, Form II | kalt am Anfang des Grades | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | Saatgut, Typ/Charge II	V13:SCOPED_CONCRETE_HEAD_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT650:STRONG_COMPOSITIONAL_SHELL | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT638:ROUND_04 | OPEN | GDT661:EXACT_WHOLE:sain	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	8	otydy	8	otydy	cthor	sain	[otydy:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	Pulver, Typ/Charge III; Grad-/Maßwert III; Feuchtzubereitung; Pulver, trocken gebunden, Form II; kalt am Anfang des Grades; Grad-/Maßwert III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; [otydy:?]; Saatgut, Typ/Charge II
2	5	4099500	0	f111r	f111r.43	S	B	3	5	4	0	0	3	1	0.800000	2	2	1	0	okeedy lkeedy lkedar okeedy chedy	heißer Ansatz am Ende des Grades, abgeschlossen | Drogenholz, heiß am Gradende, abgeschlossen | [lkedar:?] | heißer Ansatz am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeedy | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	3	lkedar	3	lkedar	lkeedy	okeedy	[lkedar:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	heißer Ansatz am Ende des Grades, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; [lkedar:?]; heißer Ansatz am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen
2	6	12098700	0	f111v	f111v.16	S	B	3	13	12	1	0	2	1	0.923077	11	11	1	0	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	heiß, Grad II | feuchtes Material | heiß, Grad II | Arzneikompositum: feucht, Gradmitte | getrocknetes Drogenholz | heiße Drogenfraktion I im Ansatz | Rohstoffklasse I | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | [far:?] | Menge III | Maßeinheit I	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | V13:SCOPED_CONCRETE_HEAD_FORM | GDT654:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE | GDT656:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | OPEN | V13:TARGET_SURFACE_DEFAULT | GDT661:EXACT_WHOLE:am	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	11	far	11	far	otain	aiin	[far:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	heiß, Grad II; feuchtes Material; heiß, Grad II; Arzneikompositum: feucht, Gradmitte; getrocknetes Drogenholz; heiße Drogenfraktion I im Ansatz; Rohstoffklasse I; Rohstoffklasse I, kalt am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad II; [far:?]; Menge III; Maßeinheit I.
2	7	10098900	0	f111v	f111v.39	S	B	3	11	10	1	0	1	1	0.909091	9	9	1	0	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	[dsheey:?] | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, heiß am Gradende | feucht in der Mitte des Grades | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, getrocknete Kurz-/Kompaktform	OPEN | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | V13:DRY_CTH_MATERIAL | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeey | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	1	dsheey	1	dsheey	<BOS>	qokal	[dsheey:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	[dsheey:?]; Rohstoffklasse I, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; heiß, Grad II; trocken in der Mitte des Grades, abgeschlossen; Drogenholz, heiß am Gradende; feucht in der Mitte des Grades; heiß, Grad II; trocken in der Mitte des Grades, abgeschlossen; Drogenholz, getrocknete Kurz-/Kompaktform
2	8	7099200	0	f111v	f111v.51	S	B	3	8	7	1	0	2	1	0.875000	6	6	1	0	sain cheal chckhy okain okal aiin choty chckhy	Saatgut, Typ/Charge II | Rohstoffklasse I, trocken in der Gradmitte | Arzneikompositum: trocken, Gradanfang | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Menge III | [choty:?] | Arzneikompositum: trocken, Gradanfang	GDT661:EXACT_WHOLE:sain | GDT656:NEW_EXACT_WHOLE | GDT651:REVISED_FOUR_SHELL_CKH_GRID | V13:QUALITY_DEGREE_SERIES | GDT656:REVISE_AL_QUALITY_MODEL | V13:TARGET_SURFACE_DEFAULT | OPEN | GDT651:REVISED_FOUR_SHELL_CKH_GRID	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	7	choty	7	choty	aiin	chckhy	[choty:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	Saatgut, Typ/Charge II; Rohstoffklasse I, trocken in der Gradmitte; Arzneikompositum: trocken, Gradanfang; heiß im Zubereitungsrahmen, Grad II; Rohstoffklasse I im Ansatz, heiß am Gradanfang; Menge III; [choty:?]; Arzneikompositum: trocken, Gradanfang
3	9	9099000	0	f112r	f112r.40	S	B	3	10	9	0	0	2	1	0.900000	8	8	1	0	sain okal lkeedy okar okchedy qokal keedy chkey oty oral	Saatgut, Typ/Charge II | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Drogenholz, heiß am Gradende, abgeschlossen | heiße Drogenfraktion I im Ansatz | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | heiß am Ende des Grades, abgeschlossen | [chkey:?] | kalter Ansatz am Anfang des Grades | Rohstoffportion, Klasse I	GDT661:EXACT_WHOLE:sain | GDT656:REVISE_AL_QUALITY_MODEL | GDT661:EXACT_WHOLE:lkeedy | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | GDT655:REVISE_AL_OR_COMPOSITION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	8	chkey	8	chkey	keedy	oty	[chkey:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	Saatgut, Typ/Charge II; Rohstoffklasse I im Ansatz, heiß am Gradanfang; Drogenholz, heiß am Gradende, abgeschlossen; heiße Drogenfraktion I im Ansatz; heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; heiß am Ende des Grades, abgeschlossen; [chkey:?]; kalter Ansatz am Anfang des Grades; Rohstoffportion, Klasse I
2	10	8099100	0	f112v	f112v.5	S	B	3	9	8	2	0	0	1	0.888889	8	8	1	0	sain aiiin okey daiin otal chear okedy okaiin cheeoldy	Saatgut, Typ/Charge II | Menge-/Klassenwert IV | heißer Ansatz in der Mitte des Grades | Grad-/Maßwert III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trockene Fraktion I | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad III, im Ansatzrahmen | [cheeoldy:?]	GDT661:EXACT_WHOLE:sain | V13:VALUE_MINIM_SERIES | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT656:REVISE_AL_QUALITY_MODEL | GDT639:ROUND_05 | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	9	cheeoldy	9	cheeoldy	okaiin	<EOS>	[cheeoldy:?]	NEWLY_EXPOSED_BY_GDT661_NO_NEW_CARD	OPEN	Saatgut, Typ/Charge II; Menge-/Klassenwert IV; heißer Ansatz in der Mitte des Grades; Grad-/Maßwert III; Rohstoffklasse I im Ansatz, kalt am Gradanfang; trockene Fraktion I; heißer Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad III, im Ansatzrahmen; [cheeoldy:?]
