rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f103r	f103r.39	S	B	3	6	6	0	0	1	0	1.000000	5	5	1	0	ykeedy qokeey lsheey qotal shedy oteey	Eintrag/Bezug: heiß am Gradende, abgeschlossen | heiß am Ende des Grades | eingeweichtes Drogenholz, Form II | Rohstoffklasse I, kalt am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades	GDT661:EXACT_WHOLE:ykeedy | GDT647:FAMILY_MIGRATION | GDT648:STRICT_WHOLE_COMPLETION | GDT656:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: heiß am Gradende, abgeschlossen; heiß am Ende des Grades; eingeweichtes Drogenholz, Form II; Rohstoffklasse I, kalt am Gradanfang; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Ende des Grades
2	0	f112r	f112r.10	S	B	3	5	5	0	0	1	0	1.000000	4	4	1	0	dair al chedy qodain dam	abgemessene Fraktion II | Rohstoffklasse I | trocken in der Mitte des Grades, abgeschlossen | Qualitätsgrad II | Dosis I	GDT649:STRONG_FAMILY_DEFAULT | GDT655:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT660:EXACT_WHOLE:qodain | GDT661:EXACT_WHOLE:dam	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	abgemessene Fraktion II; Rohstoffklasse I; trocken in der Mitte des Grades, abgeschlossen; Qualitätsgrad II; Dosis I.
3	0	f112r	f112r.13	S	B	3	10	10	2	0	2	0	1.000000	8	8	1	0	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy	Samenportion | Menge III | trocken am Anfang des Grades, abgeschlossen | trockenes Drogenmaterial, Mittelstufe | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | kalter Ansatz am Ende des Grades | Qualitäts-/Wertfeld geschlossen	V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:ches | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | V13:DRY_CTH_MATERIAL | GDT647:FAMILY_MIGRATION | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Samenportion; Menge III; trocken am Anfang des Grades, abgeschlossen; trockenes Drogenmaterial, Mittelstufe; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; kalt im Zubereitungsrahmen, Grad III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; kalter Ansatz am Ende des Grades.
4	0	f113r	f113r.15	S	B	3	5	5	3	0	1	0	1.000000	4	4	1	0	chol chs s aiin chaiiin	trocken; nominal trockenes Gut/Material | Trockengut, Grundform | Samen-/Saatgutposten | Menge III | trocken, Grad IV	V13:DRY_OL_FORM | GDT661:EXACT_WHOLE:chs | GDT660:S_MEDIAL | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	trocken; nominal trockenes Gut/Material; Trockengut, Grundform; Samen-/Saatgutposten; Menge III; trocken, Grad IV
5	0	f113v	f113v.22	S	B	3	11	11	0	0	1	0	1.000000	10	10	1	0	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	heiß, Grad III, im Ansatzrahmen | heiß, Grad III, im Ansatzrahmen | trocken am Gradende, dann heiß am Gradanfang | Wurzel, Typ/Charge III | Ansatz aus Holzrohstoff, Form I | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | heiß, Grad III, im Ansatzrahmen | heiß, Grad III, im Ansatzrahmen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I, Grundform	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT661:EXACT_WHOLE:cheeky | V13:SCOPED_CONCRETE_HEAD_FORM | GDT652:EXPLORATORY_RIVAL_SEGMENTATION | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß, Grad III, im Ansatzrahmen; heiß, Grad III, im Ansatzrahmen; trocken am Gradende, dann heiß am Gradanfang; Wurzel, Typ/Charge III; Ansatz aus Holzrohstoff, Form I; heiß, Grad III, im Ansatzrahmen; getrockneter Ansatz; heiß, Grad III, im Ansatzrahmen; heiß, Grad III, im Ansatzrahmen; kalte Drogenfraktion I im Ansatz; Rohstoffklasse I, Grundform
6	1	f115v	f115v.20	S	B	3	8	8	0	0	0	0	1.000000	8	8	1	1	ysheey qoteey lkeey raiin cheo lor otal otchedy	Eintrag: feucht am Gradende | kalt am Ende des Grades | Drogenholz, heiß am Gradende | Wurzel, Typ/Charge III | trocken angesetzte Zubereitung | Holzportion | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	GDT660:EXACT_WHOLE:ysheey | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeey | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | V13:SCOPED_CONCRETE_HEAD_FORM | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: feucht am Gradende; kalt am Ende des Grades; Drogenholz, heiß am Gradende; Wurzel, Typ/Charge III; trocken angesetzte Zubereitung; Holzportion; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen
7	1	f11r	f11r.7	H	A	1	4	4	1	0	0	0	1.000000	4	4	1	1	qotchy okchol cthy dy	kalt und trocken am Anfang des Grades | heißer Ansatz aus Trockengut | CTH-Drogenmaterial | Qualitäts-/Wertfeld geschlossen	GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:okchol | V13:TARGET_SURFACE_DEFAULT | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	kalt und trocken am Anfang des Grades; heißer Ansatz aus Trockengut; CTH-Drogenmaterial.
8	1	f15r	f15r.5	H	A	1	7	7	4	0	0	0	1.000000	7	7	1	1	qotchy r shor cthy daiin cthy dy	kalt und trocken am Anfang des Grades | Wurzel | Blüten-/Fruchtstand; reproduktiver Teil | CTH-Drogenmaterial | Menge/Portion III | CTH-Drogenmaterial | Qualitäts-/Wertfeld geschlossen	GDT647:FAMILY_MIGRATION | GDT661:R_BODY | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	kalt und trocken am Anfang des Grades; Wurzel; Blüten-/Fruchtstand; reproduktiver Teil; CTH-Drogenmaterial; Menge/Portion III; CTH-Drogenmaterial.
9	0	f15r	f15r.8	H	A	1	6	6	2	0	3	0	1.000000	3	3	1	0	shocthy tol kaiin s dain ctholy	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | kalt; nominal kaltes Gut/Material | heiß, Grad III | Samen-/Saatgutposten | Grad-/Maßwert II | Blatt-/Krautdroge, Grundform	V13:MOIST_CTH_PREPARATION | V13:COLD_OL_FORM | V13:TARGET_SURFACE_DEFAULT | GDT660:S_MEDIAL | V13:CONTEXTUAL_VALUE_SERIES | GDT661:EXACT_WHOLE:ctholy	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung; kalt; nominal kaltes Gut/Material; heiß, Grad III; Samen-/Saatgutposten; Grad-/Maßwert II; Blatt-/Krautdroge, Grundform
10	0	f15v	f15v.7	H	A	1	8	8	1	0	2	0	1.000000	6	6	1	0	y choiin sho chy s chy tor ols	Eintrag: | trockene Zubereitungsform III | feuchter Ansatz | trocken am Anfang des Grades | Samen-/Saatgutposten | trocken am Anfang des Grades | kalte Drogenportion | Drogenstoffposten	GDT659:Y_BOS_ENTRY | GDT638:ROUND_02 | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT660:S_MEDIAL | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT661:EXACT_WHOLE:ols	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: trockene Zubereitungsform III; feuchter Ansatz; trocken am Anfang des Grades; Samen-/Saatgutposten; trocken am Anfang des Grades; kalte Drogenportion; Drogenstoffposten
